"","sowing_day","sowing_month","sowing_year","lunar_day","lunar_month","lunar_year","final_result","gre_day","gre_month","gre_year"
"399",27,11,2022,"Ngày 27","Tháng 11","Năm 2022","Thứ Ba, ngày 20/12/2022","20","12","2022"
"400",11,12,2022,"Ngày 11","Tháng 12","Năm 2022","Thứ Hai, ngày 02/01/2023","2","1","2023"
"401",22,11,2022,"Ngày 22","Tháng 11","Năm 2022","Thứ Năm, ngày 15/12/2022","15","12","2022"
"402",19,11,2022,"Ngày 19","Tháng 11","Năm 2022","Thứ Hai, ngày 12/12/2022","12","12","2022"
"403",25,4,2023,"Ngày 25","Tháng 4","Năm 2023","Thứ Hai, ngày 12/06/2023","12","6","2023"
"404",19,5,2022,"Ngày 19","Tháng 5","Năm 2022","Thứ Sáu, ngày 17/06/2022","17","6","2022"
"405",28,12,2022,"Ngày 28","Tháng 12","Năm 2022","Thứ Năm, ngày 19/01/2023","19","1","2023"
"406",25,7,2022,"Ngày 25","Tháng 7","Năm 2022","Thứ Hai, ngày 22/08/2022","22","8","2022"
"407",28,11,2022,"Ngày 28","Tháng 11","Năm 2022","Thứ Tư, ngày 21/12/2022","21","12","2022"
"408",16,10,2022,"Ngày 16","Tháng 10","Năm 2022","Thứ Tư, ngày 09/11/2022","9","11","2022"
"409",13,10,2022,"Ngày 13","Tháng 10","Năm 2022","Chủ Nhật, ngày 06/11/2022","6","11","2022"
"410",29,10,2022,"Ngày 29","Tháng 10","Năm 2022","Thứ Ba, ngày 22/11/2022","22","11","2022"
"411",28,10,2022,"Ngày 28","Tháng 10","Năm 2022","Thứ Hai, ngày 21/11/2022","21","11","2022"
"412",5,5,2021,"Ngày 5","Tháng 5","Năm 2021","Thứ Hai, ngày 14/06/2021","14","6","2021"
"413",14,3,2022,"Ngày 14","Tháng 3","Năm 2022","Thứ Năm, ngày 14/04/2022","14","4","2022"
"414",11,11,2022,"Ngày 11","Tháng 11","Năm 2022","Chủ Nhật, ngày 04/12/2022","4","12","2022"
"415",26,10,2022,"Ngày 26","Tháng 10","Năm 2022","Thứ Bảy, ngày 19/11/2022","19","11","2022"
"416",30,11,2022,"Ngày 30","Tháng 11","Năm 2022","Thứ Sáu, ngày 20/05/2022","20","05","2022"
"417",14,11,2022,"Ngày 14","Tháng 11","Năm 2022","Thứ Tư, ngày 07/12/2022","7","12","2022"
"418",8,4,2023,"Ngày 8","Tháng 4","Năm 2023","Thứ Sáu, ngày 26/05/2023","26","5","2023"
"419",7,4,2023,"Ngày 7","Tháng 4","Năm 2023","Thứ Năm, ngày 25/05/2023","25","5","2023"
"420",NA,NA,NA,NA,NA,NA,"Thứ Tư, ngày 28/12/2022","28","12","2022"
"421",4,9,2022,"Ngày 4","Tháng 9","Năm 2022","Thứ Năm, ngày 29/09/2022","29","9","2022"
"422",18,7,2022,"Ngày 18","Tháng 7","Năm 2022","Thứ Hai, ngày 15/08/2022","15","8","2022"
"423",14,1,2023,"Ngày 14","Tháng 1","Năm 2023","Thứ Bảy, ngày 04/02/2023","4","2","2023"
"424",25,1,2023,"Ngày 25","Tháng 1","Năm 2023","Thứ Tư, ngày 15/02/2023","15","2","2023"
"425",19,2,2022,"Ngày 19","Tháng 2","Năm 2022","Thứ Hai, ngày 21/03/2022","21","3","2022"
"426",27,2,2022,"Ngày 27","Tháng 2","Năm 2022","Thứ Ba, ngày 29/03/2022","29","3","2022"
"427",2,10,2022,"Ngày 2","Tháng 10","Năm 2022","Chủ Nhật, ngày 13/11/2022","13","11","2022"
"428",11,9,2022,"Ngày 11","Tháng 9","Năm 2022","Thứ Năm, ngày 06/10/2022","6","10","2022"
"429",27,3,2022,"Ngày 27","Tháng 3","Năm 2022","Thứ Tư, ngày 27/04/2022","27","4","2022"
"430",1,9,2022,"Ngày 1","Tháng 9","Năm 2022","Thứ Tư, ngày 05/10/2022","5","10","2022"
"431",13,7,2022,"Ngày 13","Tháng 7","Năm 2022","Thứ Tư, ngày 10/08/2022","10","8","2022"
"432",24,1,2022,"Ngày 24","Tháng 1","Năm 2022","Thứ Năm, ngày 24/02/2022","24","2","2022"
"433",16,5,2021,"Ngày 16","Tháng 5","Năm 2021","Thứ Sáu, ngày 25/06/2021","25","6","2021"
"434",20,1,2023,"Ngày 20","Tháng 1","Năm 2023","Thứ Sáu, ngày 10/02/2023","10","2","2023"
"435",17,7,2022,"Ngày 17","Tháng 7","Năm 2022","Chủ Nhật, ngày 14/08/2022","14","8","2022"
"436",20,10,2021,"Ngày 20","Tháng 10","Năm 2021","Thứ Tư, ngày 24/11/2021","24","11","2021"
"437",9,2,2021,"Ngày 9","Tháng 2","Năm 2021","Chủ Nhật, ngày 21/03/2021","21","3","2021"
"438",21,3,2022,"Ngày 21","Tháng 3","Năm 2022","Thứ Năm, ngày 21/04/2022","21","4","2022"
"439",22,4,2023,"Ngày 22","Tháng 4","Năm 2023","Thứ Sáu, ngày 09/06/2023","9","6","2023"
"440",20,4,2023,"Ngày 20","Tháng 4","Năm 2023","Thứ Tư, ngày 07/06/2023","7","6","2023"
"441",16,4,2023,"Ngày 16","Tháng 4","Năm 2023","Thứ Bảy, ngày 03/06/2023","3","6","2023"
"442",24,3,2023,"Ngày 24","Tháng 3","Năm 2023","Thứ Bảy, ngày 13/05/2023","13","5","2023"
"443",3,4,2023,"Ngày 3","Tháng 4","Năm 2023","Thứ Bảy, ngày 17/06/2023","17","6","2023"
"444",16,1,2023,"Ngày 16","Tháng 1","Năm 2023","Thứ Hai, ngày 06/02/2023","6","2","2023"
"445",20,5,2023,"Ngày 20","Tháng 5","Năm 2023","Thứ Sáu, ngày 07/07/2023","7","7","2023"
"446",22,1,2023,"Ngày 22","Tháng 1","Năm 2023","Chủ Nhật, ngày 12/02/2023","12","2","2023"
"447",8,1,2023,"Ngày 8","Tháng 1","Năm 2023","Chủ Nhật, ngày 29/01/2023","29","1","2023"
"448",14,5,2023,"Ngày 14","Tháng 5","Năm 2023","Thứ Bảy, ngày 01/07/2023","1","7","2023"
"449",22,5,2023,"Ngày 22","Tháng 5","Năm 2023","Chủ Nhật, ngày 09/07/2023","9","7","2023"
"450",28,5,2023,"Ngày 28","Tháng 5","Năm 2023","Thứ Bảy, ngày 15/07/2023","15","7","2023"
"451",13,5,2023,"Ngày 13","Tháng 5","Năm 2023","Thứ Sáu, ngày 30/06/2023","30","6","2023"
"452",15,1,2023,"Ngày 15","Tháng 1","Năm 2023","Chủ Nhật, ngày 05/02/2023","5","2","2023"
"453",1,3,2023,"Ngày 1","Tháng 3","Năm 2023","Thứ Bảy, ngày 29/04/2023","29","4","2023"
"454",21,12,2022,"Ngày 21","Tháng 12","Năm 2022","Thứ Năm, ngày 12/01/2023","12","1","2023"
"455",2,5,2023,"Ngày 2","Tháng 5","Năm 2023","Thứ Sáu, ngày 07/07/2023","7","7","2023"
"456",3,1,2023,"Ngày 3","Tháng 1","Năm 2023","Thứ Năm, ngày 19/05/2022","19","05","2022"
"457",19,5,2023,"Ngày 19","Tháng 5","Năm 2023","Thứ Năm, ngày 06/07/2023","6","7","2023"
"458",13,1,2023,"Ngày 13","Tháng 1","Năm 2023","Thứ Sáu, ngày 03/02/2023","3","2","2023"
"459",4,1,2023,"Ngày 4","Tháng 1","Năm 2023","Thứ Tư, ngày 25/01/2023","25","1","2023"
"460",10,6,2023,"Ngày 10","Tháng 6","Năm 2023","Thứ Năm, ngày 27/07/2023","27","7","2023"
"461",9,4,2023,"Ngày 9","Tháng 4","Năm 2023","Thứ Bảy, ngày 27/05/2023","27","5","2023"
"462",14,6,2023,"Ngày 14","Tháng 6","Năm 2023","Thứ Hai, ngày 31/07/2023","31","7","2023"
"463",21,1,2023,"Ngày 21","Tháng 1","Năm 2023","Thứ Bảy, ngày 11/02/2023","11","2","2023"
"464",18,1,2023,"Ngày 18","Tháng 1","Năm 2023","Thứ Tư, ngày 08/02/2023","8","2","2023"
"465",12,1,2023,"Ngày 12","Tháng 1","Năm 2023","Thứ Năm, ngày 02/02/2023","2","2","2023"
"466",5,6,2023,"Ngày 5","Tháng 6","Năm 2023","Thứ Bảy, ngày 22/07/2023","22","7","2023"
"467",3,6,2023,"Ngày 3","Tháng 6","Năm 2023","Thứ Hai, ngày 16/05/2022","16","05","2022"
"468",12,6,2023,"Ngày 12","Tháng 6","Năm 2023","Thứ Bảy, ngày 29/07/2023","29","7","2023"
"469",9,1,2023,"Ngày 9","Tháng 1","Năm 2023","Thứ Hai, ngày 30/01/2023","30","1","2023"
"470",6,6,2023,"Ngày 6","Tháng 6","Năm 2023","Chủ Nhật, ngày 23/07/2023","23","7","2023"
"471",2,1,2023,"Ngày 2","Tháng 1","Năm 2023","Thứ Sáu, ngày 10/02/2023","10","2","2023"
"472",5,4,2023,"Ngày 5","Tháng 4","Năm 2023","Thứ Ba, ngày 23/05/2023","23","5","2023"
"473",17,4,2023,"Ngày 17","Tháng 4","Năm 2023","Chủ Nhật, ngày 04/06/2023","4","6","2023"
"474",24,4,2023,"Ngày 24","Tháng 4","Năm 2023","Chủ Nhật, ngày 11/06/2023","11","6","2023"
"475",4,4,2023,"Ngày 4","Tháng 4","Năm 2023","Thứ Hai, ngày 22/05/2023","22","5","2023"
"476",1,2,2023,"Ngày 1","Tháng 2","Năm 2023","Thứ Tư, ngày 01/03/2023","1","3","2023"
"477",27,5,2023,"Ngày 27","Tháng 5","Năm 2023","Thứ Sáu, ngày 14/07/2023","14","7","2023"
"478",23,11,2022,"Ngày 23","Tháng 11","Năm 2022","Thứ Sáu, ngày 16/12/2022","16","12","2022"
"479",13,4,2023,"Ngày 13","Tháng 4","Năm 2023","Thứ Tư, ngày 31/05/2023","31","5","2023"
"480",27,4,2021,"Ngày 27","Tháng 4","Năm 2021","Thứ Hai, ngày 07/06/2021","7","6","2021"
"481",29,11,2022,"Ngày 29","Tháng 11","Năm 2022","Thứ Năm, ngày 22/12/2022","22","12","2022"
"482",27,4,2023,"Ngày 27","Tháng 4","Năm 2023","Thứ Tư, ngày 14/06/2023","14","6","2023"
"483",24,11,2022,"Ngày 24","Tháng 11","Năm 2022","Thứ Bảy, ngày 17/12/2022","17","12","2022"
"484",17,2,2023,"Ngày 17","Tháng 2","Năm 2023","Thứ Tư, ngày 08/03/2023","8","3","2023"
"485",15,3,2023,"Ngày 15","Tháng 3","Năm 2023","Thứ Năm, ngày 04/05/2023","4","5","2023"
"486",6,3,2023,"Ngày 6","Tháng 3","Năm 2023","Thứ Ba, ngày 25/04/2023","25","4","2023"
"487",16,3,2023,"Ngày 16","Tháng 3","Năm 2023","Thứ Sáu, ngày 05/05/2023","5","5","2023"
"488",9,3,2023,"Ngày 9","Tháng 3","Năm 2023","Thứ Sáu, ngày 28/04/2023","28","4","2023"
"489",20,3,2023,"Ngày 20","Tháng 3","Năm 2023","Thứ Ba, ngày 09/05/2023","9","5","2023"
"490",14,8,2022,"Ngày 14","Tháng 8","Năm 2022","Thứ Sáu, ngày 09/09/2022","9","9","2022"
"491",12,6,2021,"Ngày 12","Tháng 6","Năm 2021","Thứ Tư, ngày 21/07/2021","21","7","2021"
"492",3,6,2021,"Ngày 3","Tháng 6","Năm 2021","Thứ Ba, ngày 17/05/2022","17","05","2022"
"493",1,1,2023,"Ngày 1","Tháng 1","Năm 2023","Thứ Ba, ngày 31/01/2023","31","1","2023"
"494",15,4,2023,"Ngày 15","Tháng 4","Năm 2023","Thứ Sáu, ngày 02/06/2023","2","6","2023"
"495",6,4,2023,"Ngày 6","Tháng 4","Năm 2023","Thứ Tư, ngày 24/05/2023","24","5","2023"
"496",8,9,2022,"Ngày 8","Tháng 9","Năm 2022","Thứ Hai, ngày 03/10/2022","3","10","2022"
"497",23,8,2022,"Ngày 23","Tháng 8","Năm 2022","Chủ Nhật, ngày 18/09/2022","18","9","2022"
"498",14,9,2022,"Ngày 14","Tháng 9","Năm 2022","Chủ Nhật, ngày 09/10/2022","9","10","2022"
"499",27,1,2023,"Ngày 27","Tháng 1","Năm 2023","Thứ Sáu, ngày 17/02/2023","17","2","2023"
"500",15,7,2023,"Ngày 15","Tháng 7","Năm 2023","Thứ Tư, ngày 30/08/2023","30","8","2023"
"501",23,7,2022,"Ngày 23","Tháng 7","Năm 2022","Thứ Bảy, ngày 20/08/2022","20","8","2022"
"502",25,6,2023,"Ngày 25","Tháng 6","Năm 2023","Thứ Sáu, ngày 11/08/2023","11","8","2023"
"503",8,3,2023,"Ngày 8","Tháng 3","Năm 2023","Thứ Năm, ngày 27/04/2023","27","4","2023"
"504",19,2,2023,"Ngày 19","Tháng 2","Năm 2023","Thứ Sáu, ngày 10/03/2023","10","3","2023"
"505",25,3,2023,"Ngày 25","Tháng 3","Năm 2023","Chủ Nhật, ngày 14/05/2023","14","5","2023"
"506",14,3,2023,"Ngày 14","Tháng 3","Năm 2023","Thứ Tư, ngày 03/05/2023","3","5","2023"
"507",3,3,2023,"Ngày 3","Tháng 3","Năm 2023","Thứ Bảy, ngày 14/05/2022","14","05","2022"
"508",12,3,2023,"Ngày 12","Tháng 3","Năm 2023","Thứ Hai, ngày 01/05/2023","1","5","2023"
"509",12,4,2023,"Ngày 12","Tháng 4","Năm 2023","Thứ Ba, ngày 30/05/2023","30","5","2023"
"510",29,1,2023,"Ngày 29","Tháng 1","Năm 2023","Chủ Nhật, ngày 19/02/2023","19","2","2023"
"511",19,3,2023,"Ngày 19","Tháng 3","Năm 2023","Thứ Hai, ngày 08/05/2023","8","5","2023"
"512",28,4,2023,"Ngày 28","Tháng 4","Năm 2023","Thứ Năm, ngày 15/06/2023","15","6","2023"
"513",24,9,2022,"Ngày 24","Tháng 9","Năm 2022","Thứ Tư, ngày 19/10/2022","19","10","2022"
"514",11,2,2023,"Ngày 11","Tháng 2","Năm 2023","Thứ Năm, ngày 02/03/2023","2","3","2023"
"515",24,1,2023,"Ngày 24","Tháng 1","Năm 2023","Thứ Ba, ngày 14/02/2023","14","2","2023"
"516",4,3,2023,"Ngày 4","Tháng 3","Năm 2023","Chủ Nhật, ngày 23/04/2023","23","4","2023"
"517",5,3,2023,"Ngày 5","Tháng 3","Năm 2023","Thứ Hai, ngày 24/04/2023","24","4","2023"
"518",18,3,2023,"Ngày 18","Tháng 3","Năm 2023","Chủ Nhật, ngày 07/05/2023","7","5","2023"
"519",23,8,2021,"Ngày 23","Tháng 8","Năm 2021","Thứ Tư, ngày 29/09/2021","29","9","2021"
"520",26,4,2023,"Ngày 26","Tháng 4","Năm 2023","Thứ Ba, ngày 13/06/2023","13","6","2023"
"521",27,10,2022,"Ngày 27","Tháng 10","Năm 2022","Chủ Nhật, ngày 20/11/2022","20","11","2022"
"522",13,3,2023,"Ngày 13","Tháng 3","Năm 2023","Thứ Ba, ngày 02/05/2023","2","5","2023"
"523",17,1,2023,"Ngày 17","Tháng 1","Năm 2023","Thứ Ba, ngày 07/02/2023","7","2","2023"
"524",22,9,2022,"Ngày 22","Tháng 9","Năm 2022","Thứ Hai, ngày 17/10/2022","17","10","2022"
"525",12,5,2023,"Ngày 12","Tháng 5","Năm 2023","Thứ Năm, ngày 29/06/2023","29","6","2023"
"526",6,2,2023,"Ngày 6","Tháng 2","Năm 2023","Thứ Bảy, ngày 25/02/2023","25","2","2023"
"527",24,5,2023,"Ngày 24","Tháng 5","Năm 2023","Thứ Ba, ngày 11/07/2023","11","7","2023"
"528",22,10,2023,"Ngày 22","Tháng 10","Năm 2023","Thứ Hai, ngày 04/12/2023","4","12","2023"
"529",7,3,2023,"Ngày 7","Tháng 3","Năm 2023","Thứ Tư, ngày 26/04/2023","26","4","2023"
"530",15,6,2023,"Ngày 15","Tháng 6","Năm 2023","Thứ Ba, ngày 01/08/2023","1","8","2023"
"531",7,8,2022,"Ngày 7","Tháng 8","Năm 2022","Thứ Sáu, ngày 02/09/2022","2","9","2022"
"532",9,7,2023,"Ngày 9","Tháng 7","Năm 2023","Thứ Năm, ngày 24/08/2023","24","8","2023"
"533",18,5,2023,"Ngày 18","Tháng 5","Năm 2023","Thứ Tư, ngày 05/07/2023","5","7","2023"
"534",8,6,2023,"Ngày 8","Tháng 6","Năm 2023","Thứ Ba, ngày 25/07/2023","25","7","2023"
"535",10,3,2023,"Ngày 10","Tháng 3","Năm 2023","Thứ Bảy, ngày 29/04/2023","29","4","2023"
"536",6,5,2023,"Ngày 6","Tháng 5","Năm 2023","Thứ Sáu, ngày 23/06/2023","23","6","2023"
"537",16,6,2023,"Ngày 16","Tháng 6","Năm 2023","Thứ Tư, ngày 02/08/2023","2","8","2023"
"538",15,5,2023,"Ngày 15","Tháng 5","Năm 2023","Chủ Nhật, ngày 02/07/2023","2","7","2023"
"539",19,10,2023,"Ngày 19","Tháng 10","Năm 2023","Thứ Sáu, ngày 01/12/2023","1","12","2023"
"540",29,3,2023,"Ngày 29","Tháng 3","Năm 2023","Thứ Năm, ngày 18/05/2023","18","5","2023"
"541",25,5,2023,"Ngày 25","Tháng 5","Năm 2023","Thứ Tư, ngày 12/07/2023","12","7","2023"
"542",11,3,2023,"Ngày 11","Tháng 3","Năm 2023","Chủ Nhật, ngày 30/04/2023","30","4","2023"
"543",28,2,2023,"Ngày 28","Tháng 2","Năm 2023","Chủ Nhật, ngày 19/03/2023","19","3","2023"
"544",21,5,2023,"Ngày 21","Tháng 5","Năm 2023","Thứ Bảy, ngày 08/07/2023","8","7","2023"
"545",7,6,2023,"Ngày 7","Tháng 6","Năm 2023","Thứ Hai, ngày 24/07/2023","24","7","2023"
"546",18,4,2023,"Ngày 18","Tháng 4","Năm 2023","Thứ Hai, ngày 05/06/2023","5","6","2023"
"547",21,10,2022,"Ngày 21","Tháng 10","Năm 2022","Thứ Hai, ngày 14/11/2022","14","11","2022"
"548",18,6,2023,"Ngày 18","Tháng 6","Năm 2023","Thứ Sáu, ngày 04/08/2023","4","8","2023"
"549",21,4,2023,"Ngày 21","Tháng 4","Năm 2023","Thứ Năm, ngày 08/06/2023","8","6","2023"
"550",9,6,2023,"Ngày 9","Tháng 6","Năm 2023","Thứ Tư, ngày 26/07/2023","26","7","2023"
"551",16,5,2023,"Ngày 16","Tháng 5","Năm 2023","Thứ Hai, ngày 03/07/2023","3","7","2023"
"552",29,4,2023,"Ngày 29","Tháng 4","Năm 2023","Thứ Sáu, ngày 16/06/2023","16","6","2023"
"553",26,6,2023,"Ngày 26","Tháng 6","Năm 2023","Thứ Bảy, ngày 12/08/2023","12","8","2023"
"554",13,6,2023,"Ngày 13","Tháng 6","Năm 2023","Chủ Nhật, ngày 30/07/2023","30","7","2023"
"555",8,7,2023,"Ngày 8","Tháng 7","Năm 2023","Thứ Tư, ngày 23/08/2023","23","8","2023"
"556",19,4,2023,"Ngày 19","Tháng 4","Năm 2023","Thứ Ba, ngày 06/06/2023","6","6","2023"
"557",27,8,2022,"Ngày 27","Tháng 8","Năm 2022","Thứ Năm, ngày 22/09/2022","22","9","2022"
"558",26,5,2023,"Ngày 26","Tháng 5","Năm 2023","Thứ Năm, ngày 13/07/2023","13","7","2023"
"559",21,3,2023,"Ngày 21","Tháng 3","Năm 2023","Thứ Tư, ngày 10/05/2023","10","5","2023"
"560",26,3,2023,"Ngày 26","Tháng 3","Năm 2023","Thứ Hai, ngày 15/05/2023","15","5","2023"
"561",1,1,2021,"Ngày 1","Tháng 1","Năm 2021","Chủ Nhật, ngày 21/02/2021","21","2","2021"
"562",30,1,2023,"Ngày 30","Tháng 1","Năm 2023","Thứ Sáu, ngày 13/05/2022","13","05","2022"
"563",23,5,2023,"Ngày 23","Tháng 5","Năm 2023","Thứ Hai, ngày 10/07/2023","10","7","2023"
"564",17,5,2023,"Ngày 17","Tháng 5","Năm 2023","Thứ Ba, ngày 04/07/2023","4","7","2023"
"565",2,6,2023,"Ngày 2","Tháng 6","Năm 2023","Chủ Nhật, ngày 06/08/2023","6","8","2023"
"566",6,9,2023,"Ngày 6","Tháng 9","Năm 2023","Thứ Sáu, ngày 20/10/2023","20","10","2023"
"567",10,4,2023,"Ngày 10","Tháng 4","Năm 2023","Chủ Nhật, ngày 28/05/2023","28","5","2023"
"568",1,11,2023,"Ngày 1","Tháng 11","Năm 2023","Thứ Sáu, ngày 22/12/2023","22","12","2023"
"569",3,8,2023,"Ngày 3","Tháng 8","Năm 2023","Thứ Bảy, ngày 14/10/2023","14","10","2023"
"570",29,8,2022,"Ngày 29","Tháng 8","Năm 2022","Thứ Bảy, ngày 24/09/2022","24","9","2022"
"571",2,4,2023,"Ngày 2","Tháng 4","Năm 2023","Thứ Tư, ngày 07/06/2023","7","6","2023"
"572",14,4,2023,"Ngày 14","Tháng 4","Năm 2023","Thứ Năm, ngày 01/06/2023","1","6","2023"
"573",22,3,2023,"Ngày 22","Tháng 3","Năm 2023","Thứ Năm, ngày 11/05/2023","11","5","2023"
"574",23,4,2023,"Ngày 23","Tháng 4","Năm 2023","Thứ Bảy, ngày 10/06/2023","10","6","2023"
"575",30,3,2023,"Ngày 30","Tháng 3","Năm 2023","Thứ Năm, ngày 12/05/2022","12","05","2022"
"576",29,12,2022,"Ngày 29","Tháng 12","Năm 2022","Thứ Sáu, ngày 20/01/2023","20","1","2023"
"577",3,7,2023,"Ngày 3","Tháng 7","Năm 2023","Thứ Năm, ngày 14/09/2023","14","9","2023"
"578",28,9,2022,"Ngày 28","Tháng 9","Năm 2022","Chủ Nhật, ngày 23/10/2022","23","10","2022"
"579",15,8,2023,"Ngày 15","Tháng 8","Năm 2023","Thứ Sáu, ngày 29/09/2023","29","9","2023"
"580",20,6,2023,"Ngày 20","Tháng 6","Năm 2023","Chủ Nhật, ngày 06/08/2023","6","8","2023"
"581",14,7,2023,"Ngày 14","Tháng 7","Năm 2023","Thứ Ba, ngày 29/08/2023","29","8","2023"
"582",25,7,2023,"Ngày 25","Tháng 7","Năm 2023","Thứ Bảy, ngày 09/09/2023","9","9","2023"
"583",20,10,2023,"Ngày 20","Tháng 10","Năm 2023","Thứ Bảy, ngày 02/12/2023","2","12","2023"
"584",17,6,2023,"Ngày 17","Tháng 6","Năm 2023","Thứ Năm, ngày 03/08/2023","3","8","2023"
"585",27,9,2022,"Ngày 27","Tháng 9","Năm 2022","Thứ Bảy, ngày 22/10/2022","22","10","2022"
"586",21,2,2023,"Ngày 21","Tháng 2","Năm 2023","Chủ Nhật, ngày 12/03/2023","12","3","2023"
"587",3,10,2023,"Ngày 3","Tháng 10","Năm 2023","Thứ Ba, ngày 12/12/2023","12","12","2023"
"588",26,2,2023,"Ngày 26","Tháng 2","Năm 2023","Thứ Sáu, ngày 17/03/2023","17","3","2023"
"589",22,7,2023,"Ngày 22","Tháng 7","Năm 2023","Thứ Tư, ngày 06/09/2023","6","9","2023"
"590",4,6,2023,"Ngày 4","Tháng 6","Năm 2023","Thứ Sáu, ngày 21/07/2023","21","7","2023"
"591",13,2,2023,"Ngày 13","Tháng 2","Năm 2023","Thứ Bảy, ngày 04/03/2023","4","3","2023"
"592",31,2,2023,"Ngày 31","Tháng 2","Năm 2023","Chủ Nhật, ngày 08/05/2022","08","05","2022"
"593",16,8,2023,"Ngày 16","Tháng 8","Năm 2023","Thứ Bảy, ngày 30/09/2023","30","9","2023"
"594",21,7,2023,"Ngày 21","Tháng 7","Năm 2023","Thứ Ba, ngày 05/09/2023","5","9","2023"
"595",11,6,2023,"Ngày 11","Tháng 6","Năm 2023","Thứ Sáu, ngày 28/07/2023","28","7","2023"
"596",12,5,2021,"Ngày 12","Tháng 5","Năm 2021","Thứ Hai, ngày 21/06/2021","21","6","2021"
"597",1,6,2023,"Ngày 1","Tháng 6","Năm 2023","Thứ Năm, ngày 27/07/2023","27","7","2023"
"598",22,6,2023,"Ngày 22","Tháng 6","Năm 2023","Thứ Ba, ngày 08/08/2023","8","8","2023"
"599",30,2,2023,"Ngày 30","Tháng 2","Năm 2023","Thứ Ba, ngày 21/03/2023","21","3","2023"
