...1,Province_ID,SubmissionDate,start,end,today,deviceid,Enumerator_ID,District_name,Commune_name,Hatchery_ID,I_Q3,I_Q4,I_Q4o,Start.PlotRoster,numplots,plot_roster_count,plotnum_1,R_Q1_1,R_Q2_1,R_Q2o_1,R_Q3_1,R_Q3_0_1,R_Q301_1,R_Q3a_1,District_name_source_1,Commune_name_source_1,R_Q4_1,R_Q4a_1,R_Q5_1,R_Q6_1,R_Q7_1,R_Q8_1,R_Q8a_1,R_Q8b_1,R_Q8c_1,R_Q9_1,R_Q10_1,plotnum_2,R_Q1_2,R_Q2_2,R_Q2o_2,R_Q3_2,R_Q3_0_2,R_Q301_2,R_Q3a_2,District_name_source_2,Commune_name_source_2,R_Q4_2,R_Q4a_2,R_Q5_2,R_Q6_2,R_Q7_2,R_Q8_2,R_Q8a_2,R_Q8b_2,R_Q8c_2,R_Q9_2,R_Q10_2,plotnum_3,R_Q1_3,R_Q2_3,R_Q2o_3,R_Q3_3,R_Q3_0_3,R_Q301_3,R_Q3a_3,District_name_source_3,Commune_name_source_3,R_Q4_3,R_Q4a_3,R_Q5_3,R_Q6_3,R_Q7_3,R_Q8_3,R_Q8a_3,R_Q8b_3,R_Q8c_3,R_Q9_3,R_Q10_3,R_Q11,R_Q12,R_Q11b,R_Q11c,R_Q11c_option_1,R_Q11c_option_2,R_Q11c_option_3,R_Q11c_option_4,R_Q11c_option_5,R_Q11c_option_6,R_Q11c_option_7,R_Q11c1,End.PlotRoster,Sampling_roster_count,Samplenum_1,Strain_name_1,S_Q0b_1,S_Q1.Altitude_1,S_Q1.Accuracy_1,S_Q2_1,Ponds_1,Sample_count_1,S_Q10_1_1,S_Q10b_1_1,S_Q10_1_2,S_Q10b_1_2,S_Q10_1_3,S_Q10b_1_3,Samplenum_2,Strain_name_2,S_Q0b_2,S_Q1.Latitude_2,S_Q1.Longitude_2,S_Q1.Altitude_2,S_Q1.Accuracy_2,S_Q2_2,Ponds_2,Sample_count_2,S_Q10_2_1,S_Q10b_2_1,S_Q10_2_2,S_Q10b_2_2,S_Q10_2_3,S_Q10b_2_3,Samplenum_3,Strain_name_3,S_Q0b_3,S_Q1.Latitude_3,S_Q1.Longitude_3,S_Q1.Altitude_3,S_Q1.Accuracy_3,S_Q2_3,Ponds_3,Sample_count_3,S_Q10_3_1,S_Q10b_3_1,S_Q10_3_2,S_Q10b_3_2,S_Q10_3_3,S_Q10b_3_3,nb_samples,End.Sampling_roster,Dur.Roster,Dur.Sampling,signature,End_Comments,X__version__,instanceID,formdef_version,KEY,X,S1_ID,S1_assign,S2_ID,S2_assign,S3_ID,S3_assign,S4_ID,S4_assign,S5_ID,S5_assign,S6_ID,S6_assign,S7_ID,S7_assign,S8_ID,S8_assign,S9_ID,S9_assign,total_samples,Str1_similar,Str2_similar,Str3_similar,Str1_dominant,Str2_dominant,Str3_dominant,Strain_present_1_sample,Strain_present_1_pond,Province_name,Region,CSMAP,R_Q8_rec,GIFT_for_sale,Origin_fin,S_Q1.Latitude_anonymized,S_Q1.Longitude_anonymized
73,74,10/05/2023 17:44,10/04/2023 17:41,10/05/2023 17:43,04-Oct-23,ca61ed86ba172374,2,723,25939,2819,Chủ trại,option_3,,16:44:32,3,3,1,Cá rô phi thường,option_4,,Qua thương lái giao trực tiếp,option_1,909631511,74,723,25939,option_2,,,,option_1,1000,option_4,option_1,70,120,7,2,ĐƯỜNG NGHIỆP,option_4,,Vũ Xuân Tiến,option_1,945014618,75,731,26026,option_1,option_5,option_1,option_99,option_99,600,option_4,option_1,70,800,4,3,Rô phi đơn tính,option_6,Thương lái giao trực tiếp,Trại Khoa,option_1,909631511,74,723,25939,option_1,option_4,option_2,,option_1,400,option_4,option_1,80,1100,6,option_2,,option_2,,,,,,,,,,17:06:12,3,1,Cá rô phi thường,1,2.1,5,7,1 cơ sở,3,Q5-1135,,Q5-1270,,Q5-1196,,2,ĐƯỜNG NGHIỆP,1,10.9679298,106.7747701,2.1,4.8,4,1 cơ sở,3,Q5-1388,,Q5-1306,,Q5-1262,,3,Rô phi đơn tính,1,10.9677162,106.7749614,2,4.9,6,1 cơ sở,3,Q5-1400,,Q5-1131,,Q5-1406,,9,19:21:23,21,135,https://vhlss23test.surveycto.com/view/submission-attachment/1696417934839.jpg?uuid=uuid%3A934bea1c-4a56-47ca-b640-1d7213727d9f,"Trại Tân Ba thuộc HTX Tân Ba nay giao cho hộ phụ trách. Hiện trại nhập cá rô phi chưa qua xử lí về tự xử lí đơn tính, giống Đường Nghiệp đã được xử lí đơn tính tại trại khác trại mua về tiếp tục xử lí đơn tính tại trại bằng thuốc có nguồn gốc Trung Quốc( đã chụp hình vỏ thuốc gửi lên nhóm và Quyên). Đa số cá rô phi trại nhập từ thương lái giao trực tiếp tại trại. Thương lái người ngoài bắc nhưng sống ở Đồng Nai.",vPLgT4JJBcbPzUGUssuxcS,uuid:934bea1c-4a56-47ca-b640-1d7213727d9f,2306161529,uuid:934bea1c-4a56-47ca-b640-1d7213727d9f,53,Q5-1135,RIA1,Q5-1270,RIA1,Q5-1196,RIA1,Q5-1388,RIA1,Q5-1306,RIA1,Q5-1262,RIA1,,,Q5-1131,RIA1,Q5-1406,RIA1,8,TRUE,TRUE,TRUE,RIA1,RIA1,None,GIFT-derived,GIFT-derived,Tinh Binh Duong,5_South East,,9.00E+05,TRUE,TRUE,10.93792583,106.740634
74,74,10/05/2023 08:30,10/04/2023 15:14,10/05/2023 08:29,04-Oct-23,ca61ed86ba172374,2,723,25939,41001,Chủ trại,option_4,,14:18:35,1,1,1,Cá rô phi thường,option_4,,Trại Tài,option_1,900000009,79,776,27394,option_2,,,,option_99,500,option_4,option_2,0,300,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,option_2,,option_2,,,,,,,,,,14:35:11,1,1,Cá rô phi thường,1,6,4.6,16,1 cơ sở,3,Q5-1392,,Q5-1039,,Q5-1476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14:41:25,16,6,https://vhlss23test.surveycto.com/view/submission-attachment/1696409016348.jpg?uuid=uuid%3A22b85cdb-545e-4d2d-9da1-b32760a3182e,"Trại cá  mua cá giống qua on line hoặc thương lái tới bỏ trực tiếp đặt theo nhu cầu trong dân, chủ trại không biết thương lái có trại hay ko tạm gọi là trại Tài số đt 0903358252. Trước đây có nhập giống cá rô phi đơn tính nhưng gân đây không nhập nữa. Trại bán nhiều giống cá khác nhưng cá rô phi bán rất ít do nhu cầu của dân địa phương không nhiều.",vPLgT4JJBcbPzUGUssuxcS,uuid:22b85cdb-545e-4d2d-9da1-b32760a3182e,2306161529,uuid:22b85cdb-545e-4d2d-9da1-b32760a3182e,70,Q5-1392,RIA1,Q5-1039,RIA1,Q5-1476,RIA1,,,,,,,,,,,,,3,TRUE,FALSE,FALSE,RIA1,,,GIFT-derived,GIFT-derived,Tinh Binh Duong,5_South East,,450000,FALSE,FALSE,10.96640209,106.752585
75,75,10/07/2023 18:06,10/06/2023 13:57,10/07/2023 18:05,06-Oct-23,ca61ed86ba172374,2,741,26446,61001,Chủ trại,option_4,,14:01:45,1,1,1,Rô phi thường,option_4,,TRƯỜNG CAN,option_1,832338841,75,737,26269,option_2,,,,option_1,500,option_4,option_2,0,600,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,option_2,,option_1,option_2,0,1,0,0,0,0,0,,15:18:21,1,1,Rô phi thường,1,112.2,5,6,1 cơ sở,3,Q5-1012,,Q5-1093,,Q5-1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16:11:24,76,53,https://vhlss23test.surveycto.com/view/submission-attachment/1696576701038.jpg?uuid=uuid%3A3b2b7089-8a4c-4d11-9028-4071df6be953,Trại không chỉ bán cá mà còn có nhiều mô hình kinh doanh khác. Cá rô phi thường ở khu vực này được dân thích nuôi vì họ muô s nuôi cá rô có khả năng để trứng để đỡ mua cá giống. Dân nuôi cung cấp cho gđ và phục vụ bán quán kết hợp du lịch.,vPLgT4JJBcbPzUGUssuxcS,uuid:3b2b7089-8a4c-4d11-9028-4071df6be953,2306161529,uuid:3b2b7089-8a4c-4d11-9028-4071df6be953,51,Q5-1012,RIA1,Q5-1093,RIA1,Q5-1149,RIA1,,,,,,,,,,,,,3,TRUE,FALSE,FALSE,RIA1,,,GIFT-derived,GIFT-derived,Tinh Dong Nai,5_South East,,450000,TRUE,TRUE,10.85377213,107.4530286
76,75,10/08/2023 06:20,10/06/2023 15:09,10/07/2023 18:24,06-Oct-23,ca61ed86ba172374,2,741,26446,2177,Chủ trại,option_4,,16:08:31,3,3,1,Rô phi đơn tính,option_3,,trại Liêm,option_1,919584624,79,783,27496,option_1,option_3,option_2,,option_99,200,option_4,option_1,20,500,3,2,Rô phi thường(gift),option_6,Dân ươm nuôi bán trực tiếp cho trại,Mua của dân tự nuôi,option_2,,82,820,28471,option_2,,,,option_1,10,option_2,option_1,50,800,7,3,Super Thái Lan,option_5,,Thái Lan,option_1,919584624,,,,option_1,option_1,option_2,,option_2,300,option_4,option_1,35,1400,2,option_2,,option_2,,,,,,,,,,18:37:21,3,1,Rô phi đơn tính,1,115,6.9,7,1 cơ sở,3,Q5-1215,,Q5-1054,,Q5-1397,,2,Rô phi thường(gift),1,10.8598986,107.4749877,112.9,5.5,7,1 cơ sở,3,Q5-1498,,Q5-1259,,Q5-1304,,3,Super Thái Lan,1,10.8599727,107.4749254,113,5.2,2,1 cơ sở,3,Q5-1315,,Q5-1252,,Q5-1363,,9,18:45:41,148,8,https://vhlss23test.surveycto.com/view/submission-attachment/1696581991626.jpg?uuid=uuid%3A04a65b59-88b0-49a7-828a-766116b333e2,Trại Trường long trước thuộc HTX Gia Ray nay giao tư nhân quản lí. Nơi cung cấp cá là trại Liêm trước đây do anh Phú Hữu quản lí nay giao cho anh Tấn phụ trách. Dòng super Thái Lan nhập trực tiếp từ thương lái theo lời họ giống có nguồn gốc từ Thái Lan. Thương lái tên Tấn 0919584624. Do thời gian lấy mẫu muộn tuyến đg xe di chuyển từ  gấp xuân lộc về tp cá mau quá dài(12 tiếng ) cho kịp chuyến xe nên ĐTV hoàn thiện phiếu trên đoạn đg di chuyển.,vPLgT4JJBcbPzUGUssuxcS,uuid:04a65b59-88b0-49a7-828a-766116b333e2,2306161529,uuid:04a65b59-88b0-49a7-828a-766116b333e2,72,Q5-1215,RIA1,Q5-1054,RIA1,Q5-1397,RIA1,Q5-1498,RIA1,Q5-1259,RIA1,Q5-1304,05_Molobicus,Q5-1315,RIA1,Q5-1252,RIA1,Q5-1363,RIA1,9,TRUE,FALSE,TRUE,RIA1,None,RIA1,GIFT-derived,GIFT-derived,Tinh Dong Nai,5_South East,,180000,TRUE,FALSE,10.88108391,107.453099
77,82,4/25/2023 21:15,4/25/2023 11:48,4/25/2023 21:15,25-Apr-23,ca61ed86ba172374,2,Thị xã Gò Công,Tân Trung,250401,Mẹ vợ của chủ trại,option_4,,13:30:54,1,1,1,Rô phi ghép Đài Loan,option_4,,BÙM,option_1,818827900,82,Thị xã Gò Công,Thạnh Trị,option_2,,,,option_99,500,option_4,option_2,0,500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,option_2,,option_2,,,,,,,,,,14:03:16,1,1,Rô phi ghép Đài Loan,1,1.5,7,12,1 cơ sở,3,,Q1-053,,Q1-364,,Q1-037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14:08:05,32,4,https://vhlss23test.surveycto.com/view/submission-attachment/1682399349292.jpg?uuid=uuid%3A7d1ac27e-9777-4153-847a-9b1e661b22e5,Trại cá tên Thanh Hải do chị Yến Loan quản dân thường hay gọi trại cá Tùng nhập cá rô phi từ nhiều nơi chủ yếu từ hộ tự sx Bum tại Thanh Trị- Gò công tây- Tiền Giang,vPLgT4JJBcbPzUGUssuxcS,uuid:7d1ac27e-9777-4153-847a-9b1e661b22e5,2304241104,uuid:7d1ac27e-9777-4153-847a-9b1e661b22e5,10,Q1-053,RIA1,Q1-364,RIA1,Q1-037,RIA1,,,,,,,,,,,,,3,TRUE,FALSE,FALSE,RIA1,,,GIFT-derived,GIFT-derived,Tinh Tien Giang,6_MRD,1,450000,FALSE,TRUE,10.39298692,106.6926658
78,82,4/25/2023 21:18,4/25/2023 13:39,4/25/2023 21:18,25-Apr-23,ca61ed86ba172374,2,Thị xã Gò Công,Phường 3,250402,Chủ trại,option_4,,13:41:07,1,1,1,Rô phi gift,option_4,,Mua từ Hộ gia đình tự sản xuất,option_1,818827900,82,Bùm,Thạnh Trị,option_2,,,,option_99,200,option_4,option_2,0,500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,option_2,,option_2,,,,,,,,,,14:55:55,1,1,Rô phi gift,1,2.4,12.9,4,1 cơ sở,3,,Q1-130,,Q1_154,,Q1_291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14:45:07,74,-10,https://vhlss23test.surveycto.com/view/submission-attachment/1682406064516.jpg?uuid=uuid%3Aee28ae59-20cd-4cb8-a6d8-641c69386117,"Trại bán cả cá cảnh, cá giống nhỏ",vPLgT4JJBcbPzUGUssuxcS,uuid:ee28ae59-20cd-4cb8-a6d8-641c69386117,2304241104,uuid:ee28ae59-20cd-4cb8-a6d8-641c69386117,78,Q1-130,RIA1,Q1-154,RIA1,Q1-291,RIA1,,,,,,,,,,,,,3,TRUE,FALSE,FALSE,RIA1,,,GIFT-derived,GIFT-derived,Tinh Tien Giang,6_MRD,1,180000,FALSE,TRUE,10.33344769,106.6829972
79,96,4/27/2023 20:27,4/27/2023 16:57,4/27/2023 17:43,27-Apr-23,0AED3878-A257-4CDA-8785-9CC74942B7FD,4,Cái Nước,Khóm 3,270401,Chủ trại,option_4,,15:58:00,1,1,1,Đài Loan,option_4,,Anh Tùng,option_1,967878951,82,99,99,option_2,,,,option_2,2000,option_4,option_2,0,425,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,option_2,,option_2,,,,,,,,,,16:04:00,1,1,Đài Loan,6,3.8,4.8,8,3 cơ sở ngẫu nhiên (1:1:1,3,Q1-340,,Q1-353,,Q1-117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16:18:00,5,14,https://vhlss23test.surveycto.com/view/submission-attachment/1682590737712.jpg?uuid=uuid%3A1a5b8ba7-f4f4-4daf-9c39-65ad65596f46,"Trại mới bắt đầu bán giống cá rô phi được 4 năm. Trước đó chưa bán giống rô phi bao giờ. Người bán cá giống cho trại là một thương lái mua qua bán lại và chỉ cung cấp mỗi 1 giống Đài Loan cho trại, không có giống khác",vPLgT4JJBcbPzUGUssuxcS,uuid:1a5b8ba7-f4f4-4daf-9c39-65ad65596f46,2304241104,uuid:1a5b8ba7-f4f4-4daf-9c39-65ad65596f46,38,Q1-340,RIA1,Q1-353,RIA1,Q1-117,RIA1,,,,,,,,,,,,,3,TRUE,FALSE,FALSE,RIA1,,,GIFT-derived,GIFT-derived,Tinh Ca Mau,6_MRD,1,1800000,FALSE,FALSE,8.942056977,105.0145575
80,96,4/28/2023 18:08,4/28/2023 9:05,4/28/2023 9:30,28-Apr-23,0AED3878-A257-4CDA-8785-9CC74942B7FD,4,Tp Cà Mau,Lý Văn Lâm,280401,Chủ trại,option_4,,09:07:00,1,1,1,Đài Loan,option_4,,Hồng Bảo Cường,option_1,989864319,86,Vĩnh Long,Phú Lộc,option_2,,,,option_2,30,option_4,option_1,33,467,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,option_2,,option_2,,,,,,,,,,09:14:00,1,1,Đài Loan,1,3.8,4.8,5,1 cơ sở,3,Q1-470,,Q1-073,,Q1-159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,09:29:00,6,15,https://vhlss23test.surveycto.com/view/submission-attachment/1682648974795.jpg?uuid=uuid%3A95a335b2-6fcb-4d25-90d7-ec7850468cf4,"Trại từ khi bán chỉ nhập 1 dòng cá Đài Loan do thị hiếu ở đây dân thích mua dòng này, và nguồn nước ở đây hợp với dòng này",vPLgT4JJBcbPzUGUssuxcS,uuid:95a335b2-6fcb-4d25-90d7-ec7850468cf4,2304241104,uuid:95a335b2-6fcb-4d25-90d7-ec7850468cf4,44,Q1-470,RIA1,Q1-073,RIA1,Q1-159,05_Molobicus,,,,,,,,,,,,,3,FALSE,FALSE,FALSE,None,,,GIFT-derived,Other,Tinh Ca Mau,6_MRD,1,27000,FALSE,FALSE,9.139881699,105.1124983
81,96,6/28/2023 20:34,6/28/2023 14:24,6/28/2023 20:34,28-Jun-23,0AED3878-A257-4CDA-8785-9CC74942B7FD,4,969,32128,280601,Chủ trại,option_4,,13:25:00,1,1,1,Đài Loan,option_4,,Không biết,option_2,,92,,,option_2,,,,option_99,600,option_4,option_2,0,57,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,option_2,,option_2,,,,,,,,,,13:30:00,1,1,Đài Loan,1,3.5,4.9,7,1 cơ sở,3,Q3-1103,,Q2-989,,Q2-704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13:40:00,5,10,https://vhlss23test.surveycto.com/view/submission-attachment/1687938064145.jpg?uuid=uuid%3A625ccded-c007-4847-9768-92e2907bd41f,,vPLgT4JJBcbPzUGUssuxcS,uuid:625ccded-c007-4847-9768-92e2907bd41f,2306161529,uuid:625ccded-c007-4847-9768-92e2907bd41f,33,Q3-1103,RIA1,Q2-989,RIA1,Q2-704,RIA1,,,,,,,,,,,,,3,TRUE,FALSE,FALSE,RIA1,,,GIFT-derived,GIFT-derived,Tinh Ca Mau,6_MRD,1,540000,FALSE,FALSE,8.962832352,105.0430481
82,96,07/01/2023 18:20,6/28/2023 14:45,6/30/2023 19:08,28-Jun-23,0AED3878-A257-4CDA-8785-9CC74942B7FD,4,969,32128,300601,Chủ trại,option_4,,11:47:00,1,1,1,Đài loan,option_4,,Không tên,option_2,,96,964,32014,option_2,,,,option_99,150,option_4,option_2,0,67,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,option_2,,option_2,,,,,,,,,,11:51:00,1,1,Đài loan,1,3.8,4.8,5,1 cơ sở,3,Q2-643,,Q4-1530,,Q3-1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12:02:00,4,10,https://vhlss23test.surveycto.com/view/submission-attachment/1687939348768.jpg?uuid=uuid%3A8b94531a-b646-4320-9676-4ed8d8432b0d,,vPLgT4JJBcbPzUGUssuxcS,uuid:8b94531a-b646-4320-9676-4ed8d8432b0d,2306161529,uuid:8b94531a-b646-4320-9676-4ed8d8432b0d,46,Q2-643,RIA1,Q4-1530,RIA1,Q3-1292,RIA1,,,,,,,,,,,,,3,TRUE,FALSE,FALSE,RIA1,,,GIFT-derived,GIFT-derived,Tinh Ca Mau,6_MRD,1,135000,FALSE,TRUE,8.922933822,105.0217363
83,96,4/25/2023 20:43,4/25/2023 17:49,4/25/2023 20:43,25-Apr-23,0AED3878-A257-4CDA-8785-9CC74942B7FD,4,Tp Cà Mau,Lý Văn Lâm,250401,Chủ trại,option_4,,16:51:00,1,1,1,Đài Loan,option_4,,Cá giống Trường,option_2,,86,Long Hồ,99,option_2,,,,option_99,200,option_4,option_2,0,467,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,option_2,,option_2,,,,,,,,,,16:57:00,1,1,Đài Loan,1,5.2,4.8,6,1 cơ sở,3,Q1-344,,Q1-399,,Q1-416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17:17:00,5,20,https://vhlss23test.surveycto.com/view/submission-attachment/1682421438951.jpg?uuid=uuid%3Ad8c9664a-b58f-41ec-bbb7-3d2a56efd9a6,"Chủ cơ sở mua giống ở tỉnh khác nhưng tự đến mua nên không có số điện thoại của trại. Lượng giống cá rô phi ít nuôi trông bể 2m2, cá giống nhỏ ( 2-5cm)  không có cá thịt",vPLgT4JJBcbPzUGUssuxcS,uuid:d8c9664a-b58f-41ec-bbb7-3d2a56efd9a6,2304241104,uuid:d8c9664a-b58f-41ec-bbb7-3d2a56efd9a6,30,Q1-344,RIA1,Q1-399,RIA1,Q1-416,RIA1,,,,,,,,,,,,,3,TRUE,FALSE,FALSE,RIA1,,,GIFT-derived,GIFT-derived,Tinh Ca Mau,6_MRD,1,180000,FALSE,FALSE,9.116282994,105.1527478
84,96,4/28/2023 18:08,4/26/2023 18:23,4/28/2023 18:07,26-Apr-23,0AED3878-A257-4CDA-8785-9CC74942B7FD,4,Tp Cà Mau,Lý Văn Lâm,260401,Chủ trại,option_4,,16:25:00,1,1,1,Gift (Đài Loan),option_4,,Không có tên,option_2,,95,Cầu Sập - Bạc Liêu,99,option_2,,,,option_99,100,option_4,option_2,0,467,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,option_2,,option_2,,,,,,,,,,16:26:00,1,1,Gift (Đài Loan),1,4.7,5,6,1 cơ sở,3,Q1-389,,Q1-006,,Q1-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16:26:00,1,0,https://vhlss23test.surveycto.com/view/submission-attachment/1682509353452.jpg?uuid=uuid%3A32cd3c91-35bc-4015-977f-a9dfe0ef2b13,Trại đến tận nơi nhập cá nên không có sđt của bên cung cấp. Trại không rõ ở nơi mua cá ở huyện nào chỉ biết ở gần Cầu Sập - Bạc Liêu,vPLgT4JJBcbPzUGUssuxcS,uuid:32cd3c91-35bc-4015-977f-a9dfe0ef2b13,2304241104,uuid:32cd3c91-35bc-4015-977f-a9dfe0ef2b13,43,Q1-389,RIA1,Q1-006,RIA1,Q1-105,RIA1,,,,,,,,,,,,,3,TRUE,FALSE,FALSE,RIA1,,,GIFT-derived,GIFT-derived,Tinh Ca Mau,6_MRD,1,90000,FALSE,FALSE,9.15862559,105.1714989
85,96,10/09/2023 21:15,10/08/2023 13:29,10/09/2023 21:15,08-Oct-23,ca61ed86ba172374,2,966,32059,81001,Chủ trại,option_4,,17:00:19,1,1,1,Rô phi đơn tính(rô phi lai),option_4,,Hồng Bảo Trường,option_1,907307319,86,860,29737,option_99,,,,option_99,40,option_4,option_2,0,1100,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,option_2,,option_99,,,,,,,,,,16:45:11,1,1,Rô phi đơn tính(rô phi lai),1,-2.4,5.5,9,1 cơ sở,3,Q5-1314,,Q5-1223,,Q5-1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17:32:53,-15,47,https://vhlss23test.surveycto.com/view/submission-attachment/1696748658284.jpg?uuid=uuid%3A1c378ee4-d845-4964-a7f3-1a97dec12470,"Trại nhỏ, mới bán được 4 tháng, bán cá rô phi rất ít do nhu cầu mua cá rô phi ở địa phương không nhiều.",vPLgT4JJBcbPzUGUssuxcS,uuid:1c378ee4-d845-4964-a7f3-1a97dec12470,2306161529,uuid:1c378ee4-d845-4964-a7f3-1a97dec12470,54,Q5-1314,RIA1,Q5-1223,RIA1,Q5-1120,RIA1,,,,,,,,,,,,,3,TRUE,FALSE,FALSE,RIA1,,,GIFT-derived,GIFT-derived,Tinh Ca Mau,6_MRD,1,36000,FALSE,FALSE,9.191185459,105.0137911
86,96,6/22/2023 21:23,6/22/2023 14:19,6/22/2023 21:22,22-Jun-23,0AED3878-A257-4CDA-8785-9CC74942B7FD,4,967,32065,220601,Chủ trại,option_4,,12:20:00,1,1,1,Đài Loan,option_4,,Quýt Dương,option_2,,96,964,32014,option_2,,,,option_99,20,option_4,option_2,0,800,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,option_2,,option_2,,,,,,,,,,12:24:00,1,1,Đài Loan,1,4.9,4.8,6,1 cơ sở,3,Q1-484,,Q2-630,,Q1-233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20:13:00,3,469,https://vhlss23test.surveycto.com/view/submission-attachment/1687443363789.jpg?uuid=uuid%3A4af2eea8-a2a8-47ee-ba25-83fccb8e6d9b,"Trại cá An Diện là 1 chuỗi trại cá có cùng thương hiệu bao gồm 12 chi nhánh hoạt động ở nhiều huyện khác nhau. 12 chi nhánh là các chủ trại khác nhau, họ cùng nhau nhập hàng chung để kinh doanh. Q1 đã khảo sát trại giống An Diện 1 ở huyện Cái Nước rồi.",vPLgT4JJBcbPzUGUssuxcS,uuid:4af2eea8-a2a8-47ee-ba25-83fccb8e6d9b,2306161529,uuid:4af2eea8-a2a8-47ee-ba25-83fccb8e6d9b,47,Q1-484,RIA1,Q2-630,RIA1,Q1-233,RIA1,,,,,,,,,,,,,3,TRUE,FALSE,FALSE,RIA1,,,GIFT-derived,GIFT-derived,Tinh Ca Mau,6_MRD,1,18000,FALSE,TRUE,9.307333823,105.1229838
87,96,6/25/2023 21:30,6/23/2023 14:04,6/25/2023 16:17,23-Jun-23,0AED3878-A257-4CDA-8785-9CC74942B7FD,4,967,32092,250601,Chủ trại,option_4,,13:06:00,1,1,1,Đài Loan,option_4,,Trường,option_1,907307319,86,,,option_2,,,,option_99,2000,option_4,option_2,0,700,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,option_2,,option_99,,,,,,,,,,13:12:00,1,1,Đài Loan,1,5.1,4.8,5,1 cơ sở,3,Q1-250,,Q3-1258,,Q2-652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13:27:00,5,15,https://vhlss23test.surveycto.com/view/submission-attachment/1687505236452.jpg?uuid=uuid%3A20ab9f16-0810-4a04-91c8-ee477e277d21,,vPLgT4JJBcbPzUGUssuxcS,uuid:20ab9f16-0810-4a04-91c8-ee477e277d21,2306161529,uuid:20ab9f16-0810-4a04-91c8-ee477e277d21,48,Q1-250,RIA1,Q3-1258,RIA1,Q2-652,RIA1,,,,,,,,,,,,,3,TRUE,FALSE,FALSE,RIA1,,,GIFT-derived,GIFT-derived,Tinh Ca Mau,6_MRD,1,1800000,FALSE,FALSE,9.230815114,105.0782167
