"","IDHO","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B12A1_MA","M4B12A1_C1","M4B12A1_C1_GHIRO","M4B12A1_C2","M4B12A1_C3","M4B12A1_C4","M4B12A1_C5","M4B12A1_C6"
"264","03158003001","11","096","03158","003","001",2,1,4,NA,NA,NA,NA,NA,640
"265","03158003010","11","096","03158","003","010",2,1,4,NA,NA,NA,NA,NA,3240
"266","03158003012","11","096","03158","003","012",2,1,4,NA,NA,NA,NA,NA,1620
"267","03158003013","11","096","03158","003","013",2,1,4,NA,NA,NA,NA,NA,4050
"268","03158003015","11","096","03158","003","015",2,1,4,NA,NA,NA,NA,NA,810
"269","03200005001","11","097","03200","005","001",2,1,4,NA,NA,NA,NA,NA,4500
"270","03200005003","11","097","03200","005","003",2,1,4,NA,NA,NA,NA,NA,1960
"271","03200005004","11","097","03200","005","004",2,1,4,NA,NA,NA,NA,NA,3380
"272","03200005006","11","097","03200","005","006",2,1,4,NA,NA,NA,NA,NA,3600
"273","03200005007","11","097","03200","005","007",2,1,4,NA,NA,NA,NA,NA,22500
"274","03200005008","11","097","03200","005","008",2,1,4,NA,NA,NA,NA,NA,3250
"275","03200005009","11","097","03200","005","009",2,1,4,NA,NA,NA,NA,NA,29400
"276","03200005010","11","097","03200","005","010",2,1,4,NA,NA,NA,NA,NA,3900
"277","03200005011","11","097","03200","005","011",2,1,4,NA,NA,NA,NA,NA,2820
"278","03200005012","11","097","03200","005","012",2,1,4,NA,NA,NA,NA,NA,4438
"279","03200005013","11","097","03200","005","013",2,1,4,NA,NA,NA,NA,NA,4340
"280","03200005014","11","097","03200","005","014",2,1,4,NA,NA,NA,NA,NA,5600
"281","03200005015","11","097","03200","005","015",2,1,4,NA,NA,NA,NA,NA,3080
"282","03202001001","11","097","03202","001","001",2,1,4,NA,NA,NA,NA,NA,7500
"283","03202001002","11","097","03202","001","002",2,1,4,NA,NA,NA,NA,NA,3600
"284","03202001003","11","097","03202","001","003",2,1,4,NA,NA,NA,NA,NA,8400
"285","03202001004","11","097","03202","001","004",2,1,4,NA,NA,NA,NA,NA,1500
"286","03202001005","11","097","03202","001","005",2,1,4,NA,NA,NA,NA,NA,2250
"287","03202001006","11","097","03202","001","006",2,1,4,NA,NA,NA,NA,NA,5400
"288","03202001007","11","097","03202","001","007",2,1,4,NA,NA,NA,NA,NA,600
"289","03202001008","11","097","03202","001","008",2,1,4,NA,NA,NA,NA,NA,1064
"290","03202001009","11","097","03202","001","009",2,1,4,NA,NA,NA,NA,NA,1200
"291","03202001010","11","097","03202","001","010",2,1,4,NA,NA,NA,NA,NA,3000
"292","03202001011","11","097","03202","001","011",2,1,4,NA,NA,NA,NA,NA,1820
"293","03202001012","11","097","03202","001","012",2,1,4,NA,NA,NA,NA,NA,5280
"294","03211003001","11","101","03211","003","001",2,1,1,NA,"99","03358",4,NA,5200
"295","03211003002","11","101","03211","003","002",2,1,1,NA,"99","03358",4,NA,3500
"296","03211003003","11","101","03211","003","003",2,1,1,NA,"99","03358",4,NA,7000
"297","03211003004","11","101","03211","003","004",2,1,1,NA,"99","03358",4,NA,5400
"298","03211003005","11","101","03211","003","005",2,1,1,NA,"99","03358",4,NA,3600
"299","03211003007","11","101","03211","003","007",2,3,1,NA,"99","03358",6,NA,36000
"300","03211003009","11","101","03211","003","009",2,3,1,NA,"99","03358",5,NA,22000
"301","03211003011","11","101","03211","003","011",2,1,1,NA,"lúa ngam","03358",8,NA,650000
"302","03211003012","11","101","03211","003","012",2,1,1,NA,"lúa ngam","03358",9,NA,210000
"303","03211003013","11","101","03211","003","013",2,1,1,NA,"lúa ngam","03358",8,NA,230000
"304","03211003014","11","101","03211","003","014",2,1,1,NA,"lúa ngam","03358",8,NA,205000
"305","03211003015","11","101","03211","003","015",2,1,1,NA,"núa ngam","03358",5,NA,240000
"306","03472004001","12","112","03472","004","001",2,1,1,NA,"99","03589",2,NA,5000
"307","03472004004","12","112","03472","004","004",2,1,1,NA,"99","03589",2,NA,6000
"308","03472004005","12","112","03472","004","005",2,1,1,NA,"99","03589",2,NA,9000
"309","03472004006","12","112","03472","004","006",2,1,1,NA,"99","03589",2,NA,1200
"310","03472004007","12","112","03472","004","007",2,1,1,NA,"99","03589",3,NA,8400
"311","03472004008","12","112","03472","004","008",2,1,1,NA,"99","03589",2,NA,6500
"312","03472004013","12","112","03472","004","013",2,1,1,NA,"99","03589",2,NA,5000
"313","03472004014","12","112","03472","004","014",2,1,1,NA,"99","03589",2,NA,3000
"314","03472004015","12","112","03472","004","015",2,1,1,NA,"99","03589",2,NA,600
"315","03562003002","12","109","03562","003","002",2,1,2,NA,"99","03562",3,NA,5250
"316","03562003003","12","109","03562","003","003",2,1,2,NA,"99","03562",4,NA,3000
"317","03562003012","12","109","03562","003","012",2,1,1,NA,"99","03574",2,NA,2090
"318","03562003014","12","109","03562","003","014",2,1,1,NA,"99","03574",3,NA,3500
"319","03562003015","12","109","03562","003","015",2,1,1,NA,"99","03574",2,NA,2000
"320","03778003001","14","119","03778","003","001",2,1,5,"bán điểm của bản","99","04126",7,NA,4500
"321","03778003004","14","119","03778","003","004",2,1,5,"bán điểm trong bản","99","04126",10,NA,10000
"322","03778003005","14","119","03778","003","005",2,1,5,"điểm bán","99","04126",10,NA,4200
"323","03778003011","14","119","03778","003","011",2,1,1,NA,"99","03754",1,NA,5000
"324","03778003012","14","119","03778","003","012",2,1,1,NA,"99","03754",1,NA,26520
"325","03796001001","14","119","03796","001","001",2,3,2,NA,"99","04123",3,NA,9100
"326","03796001002","14","119","03796","001","002",2,3,2,NA,"99","04126",5,NA,2600
"327","03796001004","14","119","03796","001","004",2,3,2,NA,"99","04126",4,NA,6880
"328","03796001005","14","119","03796","001","005",2,3,2,NA,"99","04126",4,NA,9380
"329","03814016001","14","120","03814","016","001",2,1,2,NA,"99","03814",5,NA,15000
"330","03814016002","14","120","03814","016","002",2,3,2,NA,"99","03814",5,NA,15000
"331","03814016003","14","120","03814","016","003",2,1,2,NA,"99","04126",5,NA,15000
"332","03814016004","14","120","03814","016","004",2,1,2,NA,"99","03814",3,NA,10000
"333","03814016005","14","120","03814","016","005",2,3,2,NA,"99","03814",5,NA,3000
"334","03814016006","14","120","03814","016","006",2,1,2,NA,"99","03814",10,NA,7500
"335","03814016007","14","120","03814","016","007",2,1,2,NA,"99","03814",4,NA,7500
"336","03814016008","14","120","03814","016","008",2,3,2,NA,"99","03814",5,NA,6000
"337","03814016009","14","120","03814","016","009",2,1,2,NA,"99","03814",3,NA,12500
"338","03814016010","14","120","03814","016","010",2,1,2,NA,"99","03814",3,NA,15000
"339","03814016011","14","120","03814","016","011",2,1,2,NA,"99","04126",5,NA,3750
"340","03814016012","14","120","03814","016","012",2,1,2,NA,"99","03814",3,NA,42500
"341","03814016013","14","120","03814","016","013",2,3,2,NA,"99","03814",5,NA,500
"342","03814016014","14","120","03814","016","014",2,3,2,NA,"99","03814",5,NA,3000
"343","03814016015","14","120","03814","016","015",2,1,2,NA,"99","04126",5,NA,2500
"344","03943003001","14","122","03943","003","001",2,1,1,NA,"99","30031",2,NA,2500
"345","03943003004","14","122","03943","003","004",2,1,1,NA,"99","30031",1,NA,1200
"346","03943003008","14","122","03943","003","008",2,1,1,NA,"99","03919",1,NA,8000
"347","03943003009","14","122","03943","003","009",2,1,1,NA,"99","03919",3,NA,10000
"348","03943003010","14","122","03943","003","010",2,1,1,NA,"99","03919",4,NA,17000
"349","03943003011","14","122","03943","003","011",2,1,1,NA,"99","03943",2,NA,2000
"350","03943003012","14","122","03943","003","012",2,1,1,NA,"99","03919",8,NA,22100
"351","04219016001","14","126","04219","016","001",2,1,2,NA,"99","04219",3,NA,12000
"352","04219016002","14","126","04219","016","002",2,1,2,NA,"99","04219",5,NA,10000
"353","04219016003","14","126","04219","016","003",2,1,1,NA,"99","04219",5,NA,6400
"354","04219016004","14","126","04219","016","004",2,1,1,NA,"99","04219",3,NA,4500
"355","04219016007","14","126","04219","016","007",2,3,2,NA,"99","04219",3,NA,33000
"356","04219016010","14","126","04219","016","010",2,3,2,NA,"99","04219",5,NA,9000
"357","04219016012","14","126","04219","016","012",2,1,1,NA,"99","04219",1,NA,32000
"358","04378004001","15","136","04378","004","001",2,1,3,NA,"nhà máy sắn đông cuông","04399",5,NA,14000
"359","04378004008","15","136","04378","004","008",2,1,2,NA,"99","04378",2,NA,3700
"360","04378004012","15","136","04378","004","012",2,1,2,NA,"nhà máy đông cuông","04399",5,NA,25000
"361","04378004013","15","136","04378","004","013",2,1,3,NA,"Nhà máy sắn Đông Cuông","04399",3,NA,42000
"362","04381002002","15","136","04381","002","002",2,1,1,NA,"99","04399",3,NA,17000
"363","04381002005","15","136","04381","002","005",2,1,1,NA,"nhà máy sắn đông cuông","04399",2,NA,27300
"364","04381002006","15","136","04381","002","006",2,1,1,NA,"nhà máy sắn đông cuông","04399",1,NA,35200
"365","05128003005","17","155","05128","003","005",2,1,4,NA,NA,NA,NA,NA,200
"366","05128003008","17","155","05128","003","008",2,1,4,NA,NA,NA,NA,NA,400
"367","08302001008","25","234","08302","001","008",2,3,4,NA,NA,NA,NA,NA,1807
"368","08497004002","25","237","08497","004","002",2,3,4,NA,NA,NA,NA,NA,5400
"369","08497004009","25","237","08497","004","009",2,3,4,NA,NA,NA,NA,NA,2500
"370","08497004014","25","237","08497","004","014",2,3,4,NA,NA,NA,NA,NA,2000
"371","08917004006","26","248","08917","004","006",2,1,4,NA,NA,NA,NA,NA,4000
"372","08917004010","26","248","08917","004","010",2,1,4,NA,NA,NA,NA,NA,2000
"373","08917004015","26","248","08917","004","015",2,1,4,NA,NA,NA,NA,NA,4900
"374","16900006005","40","418","16900","006","005",2,1,2,NA,"99","16900",2,NA,5250
"375","16900006010","40","418","16900","006","010",2,1,4,NA,NA,NA,NA,NA,500
"376","16900006013","40","418","16900","006","013",2,1,4,NA,NA,NA,NA,NA,500
"377","16904002007","40","418","16904","002","007",2,1,1,NA,"99","16904",2,NA,5600
"378","16912009002","40","418","16912","009","002",2,1,2,NA,"chế biến sắn","16912",2,NA,4000
"379","16912009009","40","418","16912","009","009",2,1,4,NA,NA,NA,NA,NA,3200
"380","16912009012","40","418","16912","009","012",2,1,4,NA,NA,NA,NA,NA,1600
"381","16912009014","40","418","16912","009","014",2,1,4,NA,NA,NA,NA,NA,1600
"382","16987005005","40","419","16987","005","005",2,1,1,NA,"99","17026",3,NA,20000
"383","17284011006","40","423","17284","011","006",2,1,1,NA,"99","17284",5,NA,1700
"384","17284011008","40","423","17284","011","008",2,1,1,NA,"99","17506",3,NA,4400
"385","17284011009","40","423","17284","011","009",2,1,1,NA,"99","17506",1,NA,4250
"386","17284011012","40","423","17284","011","012",2,1,1,NA,"99","17506",1,NA,6000
"387","17284011018","40","423","17284","011","018",2,1,1,NA,"99","17284",3,NA,3000
"388","17302005002","40","423","17302","005","002",2,1,1,NA,"99","17302",2,NA,3850
"389","17302005003","40","423","17302","005","003",2,1,1,NA,"không biết","17302",1,NA,2200
"390","17350011013","40","424","17350","011","013",2,1,1,NA,"công ty cổ phần á châu hoa sơn","17357",1,NA,25500
"391","18505006003","42","444","18505","006","003",2,1,4,NA,NA,NA,NA,NA,3720
"392","18799011011","42","447","18799","011","011",2,1,3,NA,"Công ty TNHH Thành Mỹ Phát","18844",5,NA,5400
"393","19120003004","44","455","19120","003","004",2,1,1,NA,"công ty cổ phần tinh bột sắn QB","19114",10,NA,14580
"394","19120003009","44","455","19120","003","009",2,1,1,NA,"công ty cổ phần tinh bột sắn Quảng Bình","19114",10,NA,3890
"395","19120003012","44","455","19120","003","012",2,1,1,NA,"công ty cổ phần tinh bột sắn Quảng bình","19114",10,NA,3718
"396","19168011002","44","455","19168","011","002",2,1,1,NA,"công ty cổ phần tinh bột sắn quảng bình","19114",9,NA,1235
"397","19168011004","44","455","19168","011","004",2,1,1,NA,"công ty cổ phần tinh bột sắn","19114",10,NA,2750
"398","19168011006","44","455","19168","011","006",2,1,1,NA,"công ty cổ phần tinh bột sắn quảng bình","19114",7,NA,2740
"399","19168011007","44","455","19168","011","007",2,1,1,NA,"công ty cổ phần tinh bột sắn quảng bình","19114",8,NA,1380
"400","19168011009","44","455","19168","011","009",2,1,2,NA,"CÔNG TY CỔ PHẦN TINH BỘT SẮN QUẢNG BÌNH","19114",9,NA,6930
"401","19168011010","44","455","19168","011","010",2,1,2,NA,"sắn Xanh","19114",6,NA,2846
"402","19168011012","44","455","19168","011","012",2,1,2,NA,"CÔNG TY CỔ PHẦN TINH BỘT SẮN QUẢNG BÌNH","19114",14,NA,7763
"403","19168011013","44","455","19168","011","013",2,1,2,NA,"CÔNG TY CỔ PHẦN TINH BỘT SẮN QUẢNG BÌNH","19114",15,NA,517
"404","19375009009","45","464","19375","009","009",2,1,1,NA,"99","19375",4,NA,1500
"405","19375009012","45","464","19375","009","012",2,1,1,NA,"99","19375",5,NA,4800
"406","19375009013","45","464","19375","009","013",2,1,1,NA,"99","19375",4,NA,4800
"407","19648007009","45","469","19648","007","009",2,3,5,"chăn nuôi","99","19648",5,NA,300
"408","19699006004","45","470","19699","006","004",2,3,1,NA,"99","19708",4,NA,5200
"409","20155003001","46","482","20155","003","001",2,1,1,NA,"99","20197",3,NA,3300
"410","20155003011","46","482","20155","003","011",2,1,4,NA,NA,NA,NA,NA,5000
"411","20779004014","49","512","20779","004","014",2,1,1,NA,"Nhà máy sắn sắn Quảng Nam ở Quế Sơn","20665",3,NA,25000
"412","20779004015","49","512","20779","004","015",2,1,1,NA,"nhà máy tinh bột sắn Quảng Nam ở Quế Sơn","20665",8,NA,7500
"413","21157004011","51","525","21157","004","011",2,1,2,NA,"99","21157",2,NA,900
"414","21157004012","51","525","21157","004","012",2,1,2,NA,"99","21157",2,NA,500
"415","21334007006","51","530","21334","007","006",2,1,3,NA,"nhà máy tinh bột mỳ SƠN HẢI","21319",3,NA,21950
"416","21334007007","51","530","21334","007","007",2,1,3,NA,"nhà máy tinh bột mỳ SƠN HẢI","21319",3,NA,13200
"417","21334007008","51","530","21334","007","008",2,1,3,NA,"nhà máy tinh bột mỳ SƠN HẢI","21319",3,NA,31000
"418","21334007009","51","530","21334","007","009",2,1,3,NA,"nhà máy tinh bột mỳ SƠN HẢI","21319",3,NA,13100
"419","21334007010","51","530","21334","007","010",2,1,3,NA,"nhà máy tinh bột mỳ SƠN HẢI","21319",3,NA,7050
"420","21334007011","51","530","21334","007","011",2,1,3,NA,"nhà máy tinh bột mỳ SƠN HẢI","21319",3,NA,5890
"421","21379020011","51","532","21379","020","011",2,1,1,NA,"99","21181",5,NA,9000
"422","21778007014","52","545","21778","007","014",2,1,1,NA,"99","21637",2,NA,52800
"423","21787001001","52","546","21787","001","001",2,1,1,NA,"công ty tinh bột sắn nhiệt đồng tâm","21786",2,NA,76500
"424","21787001002","52","546","21787","001","002",2,1,1,NA,"công ty tinh bột sắn nhiệt đồng tâm","21786",2,NA,78200
"425","21787001004","52","546","21787","001","004",2,1,1,NA,"công ty tinh bột sắn nhiệt đồng tâm","21786",2,NA,13685
"426","21787001005","52","546","21787","001","005",2,1,1,NA,"công ty tinh bột sắn nhiệt đồng tâm","21786",2,NA,80000
"427","21787001006","52","546","21787","001","006",2,1,1,NA,"công ty tinh bột sắn nhiệt đồng tâm","21786",2,NA,8e+05
"428","21787001007","52","546","21787","001","007",2,1,1,NA,"công ty tinh bột sắn nhiệt đồng tâm","21786",2,NA,81600
"429","21787001008","52","546","21787","001","008",2,1,1,NA,"công ty tinh bột sắn nhiệt đồng tâm","21786",2,NA,7820
"430","21787001009","52","546","21787","001","009",2,1,1,NA,"công ty tinh bột sắn nhiệt đồng tâm","21786",2,NA,5950
"431","21787001010","52","546","21787","001","010",2,1,1,NA,"công ty tinh bột sắn nhiệt đồng tâm","21786",2,NA,12240
"432","21787001012","52","546","21787","001","012",2,1,1,NA,"công ty tinh bột sắn nhiệt đồng tâm","21786",2,NA,4080
"433","21787001013","52","546","21787","001","013",2,1,1,NA,"công ty tinh bột sắn nhiệt đồng tâm","21786",2,NA,13770
"434","21787001014","52","546","21787","001","014",2,1,1,NA,"công ty tinh bột sắn nhiệt đồng tâm","21786",2,NA,13770
"435","21814001001","52","547","21814","001","001",2,1,1,NA,"99","21805",3,NA,9600
"436","21814001004","52","547","21814","001","004",2,1,1,NA,"99","21805",3,NA,13860
"437","21814001005","52","547","21814","001","005",2,1,1,NA,"99","21805",3,NA,2100
"438","21814001006","52","547","21814","001","006",2,1,1,NA,"99","21805",3,NA,2100
"439","21814001007","52","547","21814","001","007",2,1,1,NA,"99","21805",3,NA,22000
"440","21814001008","52","547","21814","001","008",2,1,1,NA,"99","21805",3,NA,3780
"441","21814001009","52","547","21814","001","009",2,1,1,NA,"99","21805",3,NA,2860
"442","21814001011","52","547","21814","001","011",2,1,1,NA,"99","21805",2,NA,4725
"443","21814001013","52","547","21814","001","013",2,1,1,NA,"99","21805",3,NA,4180
"444","21814001015","52","547","21814","001","015",2,1,1,NA,"99","21805",2,NA,4400
"445","21820011008","52","547","21820","011","008",2,1,1,NA,"99","21562",1,NA,6105
"446","22216004002","54","561","22216","004","002",2,1,2,NA,"CTY cổ phần tinh bột sắn Phú Yên","22228",15,NA,450000
"447","22216004003","54","561","22216","004","003",2,1,3,NA,"Nhà máy tinh bột sắn Sông Hinh","22228",15,NA,850000
"448","22216004004","54","561","22216","004","004",2,1,3,NA,"Cty cổ phần tinh bột sắn Phú Yên","22228",10,NA,4e+05
"449","22216004005","54","561","22216","004","005",2,1,3,NA,"Cty cổ phần tinh bột sắn Phú Yên","22228",15,NA,850000
"450","22216004006","54","561","22216","004","006",2,1,3,NA,"Cty cổ phần tinh bột sắn Phú Yên","22228",15,NA,750000
"451","22216004007","54","561","22216","004","007",2,1,2,NA,"CTY cổ phần tinh bột sắn Phú Yên","22228",15,NA,650000
"452","22216004008","54","561","22216","004","008",2,1,2,NA,"Cty cổ phần tinh bột sắn Phú Yên","22228",10,NA,950000
"453","22216004009","54","561","22216","004","009",2,1,2,NA,"Cty cổ phần tinh bột sắn Phú Yên","22228",10,NA,350000
"454","22216004010","54","561","22216","004","010",2,1,3,NA,"Cty cổ phần tinh bột sắn Phú Yên","22228",10,NA,850000
"455","22216004011","54","561","22216","004","011",2,1,3,NA,"Cty cổ phần tinh bột sắn Phú Yên","22228",15,NA,6e+05
"456","22216004013","54","561","22216","004","013",2,1,2,NA,"Cty cổ phần tinh bột sắn Phú Yên","22228",10,NA,350000
"457","22216004014","54","561","22216","004","014",2,1,3,NA,"CTY Cổ phần tinh bột sắn Phú Yên","22228",10,NA,350000
"458","22216004015","54","561","22216","004","015",2,1,3,NA,"CTY cổ phần tinh bột sắn Phú Yên","22228",15,NA,4e+05
"459","22468009005","56","569","22468","009","005",2,3,1,NA,"99","22456",10,NA,26000
"460","22552010010","56","572","22552","010","010",2,1,1,NA,"99","22552",3,NA,2e+05
"461","22819017001","58","585","22819","017","001",2,1,3,NA,"CÔNG TY CỔ PHẦN TINH BỘT SẮN NINH THUẬN","22819",10,NA,28000
"462","22819017003","58","585","22819","017","003",2,1,3,NA,"CÔNG TY CỔ PHẦN TINH BỘT SẮN NINH THUẬN","22819",10,NA,12000
"463","22819017005","58","585","22819","017","005",2,1,3,NA,"CÔNG TY CỔ PHẦN TINH BỘT SẮN NINH THUẬN","22819",8,NA,56000
"464","22819017006","58","585","22819","017","006",2,1,3,NA,"CÔNG TY CỔ PHẦN TINH BỘT SẮN NINH THUẬN","22819",10,NA,41000
"465","22819017007","58","585","22819","017","007",2,1,3,NA,"CÔNG TY CỔ PHẦN TINH BỘT SẮN NINH THUẬN","22819",7,NA,37000
"466","22819017009","58","585","22819","017","009",2,1,3,NA,"công ty cổ phần tinh bột sắn ninh thuận","22819",15,NA,18500
"467","22819017010","58","585","22819","017","010",2,1,3,NA,"công ty cổ phần tinh bột sắn ninh thuận","22819",14,NA,12000
"468","22819017015","58","585","22819","017","015",2,1,3,NA,"nhà máy tinh bột mỳ quảng sơn","22819",12,NA,10000
"469","23293033001","62","608","23293","033","001",2,1,1,NA,"nhà máy chế biến tinh bột sắn vina Kon tum","23533",7,NA,430000
"470","23293033004","62","608","23293","033","004",2,1,1,NA,"công tỷ trách nhiệm hữu hạn tình bột sắn tây nguyên","23512",4,NA,75000
"471","23293033011","62","608","23293","033","011",2,1,1,NA,"công ty tnhh tình bột sắt tây nguyên","23512",5,NA,180000
"472","23293033012","62","608","23293","033","012",2,1,1,NA,"nhà máy chế biến tinh bột sắn vina Kon tum","23533",8,NA,140000
"473","23293033014","62","608","23293","033","014",2,1,1,NA,"công ty tnhh tình bột sắn tây nguyên","23512",6,NA,175000
"474","23374007001","62","610","23374","007","001",2,1,2,NA,"công ty phương hoa","23371",5,NA,50000
"475","23374007002","62","610","23374","007","002",2,1,2,NA,"nhà máy phương hoa","23371",8,NA,90000
"476","23374007003","62","610","23374","007","003",2,1,2,NA,"nhà máy phương hoa","23371",7,NA,90000
"477","23374007004","62","610","23374","007","004",2,1,2,NA,"nhà máy phương hoa","23371",5,NA,80000
"478","23374007005","62","610","23374","007","005",2,1,2,NA,"nhà máy phương hoa","23371",5,NA,80000
"479","23374007007","62","610","23374","007","007",2,1,2,NA,"nhà máy phương hoa","23371",5,NA,1e+05
"480","23374007008","62","610","23374","007","008",2,1,2,NA,"nhà máy phương hoa","23371",5,NA,1e+05
"481","23374007009","62","610","23374","007","009",2,1,2,NA,"nhà máy phương hoa","23371",8,NA,1e+05
"482","23374007010","62","610","23374","007","010",2,1,2,NA,"nhà máy phương hoa","23371",8,NA,90000
"483","23374007011","62","610","23374","007","011",2,1,2,NA,"nhà máy phương hoa","23371",8,NA,120000
"484","23374007012","62","610","23374","007","012",2,1,2,NA,"nhà máy phương hoa","23371",8,NA,120000
"485","23374007013","62","610","23374","007","013",2,1,2,NA,"nhà máy phương hoa","23371",8,NA,150000
"486","23374007015","62","610","23374","007","015",2,1,2,NA,"nhà máy phương hoa","23371",5,NA,80000
"487","23395004008","62","611","23395","004","008",2,1,3,NA,"nhà máy tinh bột sắn ngọc hồi","23386",4,NA,75000
"488","23395004009","62","611","23395","004","009",2,1,3,NA,"nhà máy tinh bột sắn ngocn hồi","23386",2,NA,4000
"489","23395004011","62","611","23395","004","011",2,1,3,NA,"nhà máy tinh bột sắn ngọc hồi","23386",5,NA,20000
"490","23395004013","62","611","23395","004","013",2,1,1,NA,"cao sản","23386",5,NA,30800
"491","23401005012","62","612","23401","005","012",2,1,3,NA,"Nhà máy tinh bột sắn Đăk Tô","23437",15,NA,35000
"492","23473007001","62","613","23473","007","001",2,1,1,NA,"đắc ruồng","23488",10,NA,37000
"493","23473007002","62","613","23473","007","002",2,1,1,NA,"99","23488",3,NA,28000
"494","23473007003","62","613","23473","007","003",2,1,1,NA,"99","23488",5,NA,65000
"495","23473007005","62","613","23473","007","005",2,1,1,NA,"99","23488",3,NA,20000
"496","23473007007","62","613","23473","007","007",2,1,1,NA,"99","23488",6,NA,12000
"497","23473007008","62","613","23473","007","008",2,1,1,NA,"99","23488",3,NA,40000
"498","23473007009","62","613","23473","007","009",2,1,1,NA,"99","23488",4,NA,10000
"499","23473007010","62","613","23473","007","010",2,1,1,NA,"99","23488",6,NA,16000
"500","23473007011","62","613","23473","007","011",2,1,2,NA,"99","23488",6,NA,11000
"501","23473007013","62","613","23473","007","013",2,1,2,NA,"99","23488",6,NA,60000
"502","23473007014","62","613","23473","007","014",2,1,2,NA,"99","23488",6,NA,17000
"503","23527003012","62","616","23527","003","012",2,1,1,NA,"tinh bột sắn kon tum","23545",1,NA,46000
"504","23539001001","62","616","23539","001","001",2,1,1,NA,"tinh bột sắn kon tum","23545",6,NA,75000
"505","23539001002","62","616","23539","001","002",2,1,1,NA,"tinh bột sắn kon tum","23545",4,NA,42800
"506","23539001003","62","616","23539","001","003",2,1,1,NA,"tinh bột sắn kon tum","23545",5,NA,17000
"507","23539001004","62","616","23539","001","004",2,1,1,NA,"tinh bột sắn kon tum","23545",5,NA,38700
"508","23539001005","62","616","23539","001","005",2,1,1,NA,"tinh bột sắn Kon Tum","23545",4,NA,21000
"509","23539001008","62","616","23539","001","008",2,1,1,NA,"tinh bột sắn kon tum","23545",2,NA,12900
"510","23539001009","62","616","23539","001","009",2,1,1,NA,"tinh bột sắn kon tum","23545",6,NA,86000
"511","23539001010","62","616","23539","001","010",2,1,1,NA,"tinh bột sắn kon tum","23545",5,NA,21000
"512","23539001011","62","616","23539","001","011",2,1,1,NA,"tinh bột sắn kon tum","23545",3,NA,40850
"513","23539001012","62","616","23539","001","012",2,1,1,NA,"tinh bột sắn kon tum","23545",3,NA,43000
"514","23539001013","62","616","23539","001","013",2,1,1,NA,"tinh bột sắn kon tum","23545",3,NA,38700
"515","23539001014","62","616","23539","001","014",2,1,1,NA,"tinh bột sắn kon tum","23545",3,NA,40000
"516","23539001015","62","616","23539","001","015",2,1,1,NA,"tinh bột sắn kon tum","23545",6,NA,44000
"517","23728010001","64","627","23728","010","001",2,1,1,NA,"99","23728",2,NA,8800
"518","23728010002","64","627","23728","010","002",2,1,1,NA,"99","23728",2,NA,22471
"519","23728010003","64","627","23728","010","003",2,1,1,NA,"99","23728",1,NA,21620
"520","23728010004","64","627","23728","010","004",2,1,1,NA,"99","23728",2,NA,2898
"521","23728010006","64","627","23728","010","006",2,1,1,NA,"99","23728",2,NA,10500
"522","23728010007","64","627","23728","010","007",2,1,1,NA,"99","23728",3,NA,13000
"523","23728010010","64","627","23728","010","010",2,1,1,NA,"99","23728",2,NA,14000
"524","23728010012","64","627","23728","010","012",2,1,2,NA,"99","23728",0,NA,1000
"525","23728010015","64","627","23728","010","015",2,1,2,NA,"99","23728",3,NA,10000
"526","23932001004","64","632","23932","001","004",2,1,1,NA,"99","23563",4,NA,80000
