"","IDHO","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B12A1_MA","M4B12A1_C1","M4B12A1_C1_GHIRO","M4B12A1_C2","M4B12A1_C3","M4B12A1_C4","M4B12A1_C5","M4B12A1_C6"
"789","24487011015","66","653","24487","011","015",1,1,1,NA,"nhà máy tinh bột sắn THANH BÌNH","24478",3,NA,16380
"790","24709006009","67","664","24709","006","009",1,3,1,NA,"99","24706",6,NA,8000
"791","24709006014","67","664","24709","006","014",1,3,1,NA,"99","24706",6,NA,28000
"792","24709006015","67","664","24709","006","015",1,3,1,NA,"99","24706",5,NA,22000
"793","25489011004","72","705","25489","011","004",1,1,4,NA,NA,NA,NA,0,28800
"794","25609006002","72","708","25609","006","002",1,1,1,NA,"99","25597",10,NA,273000
"795","25609006014","72","708","25609","006","014",1,1,1,NA,"nhà máy Hữu Đức","25597",8,NA,16000
"796","26590013008","77","750","26590","013","008",1,3,4,NA,NA,NA,NA,500,22500
"797","32086012001","96","967","32086","012","001",1,1,4,NA,NA,NA,NA,0,400
"798","32245003001","96","973","32245","003","001",1,1,4,NA,NA,NA,NA,0,1050
"799","32245003002","96","973","32245","003","002",1,1,4,NA,NA,NA,NA,0,840
"800","32245003015","96","973","32245","003","015",1,1,4,NA,NA,NA,NA,0,21000
"801","00379009006","01","016","00379","009","006",4,3,4,"","","",NA,NA,3900
"802","00961009003","02","030","00961","009","003",4,3,2,"","99","00961",10,NA,1200
"803","01573004004","04","048","01573","004","004",4,1,2,"","nhà máy chế biến tinh bột sắn cao bằng","01696",1,NA,7000
"804","01573004007","04","048","01573","004","007",4,1,1,"","công ty cổ phần Khánh Hạ","01267",1,NA,2300
"805","01573004008","04","048","01573","004","008",4,1,1,"","Hợp tác xã Minh Phuơng","01573",1,NA,2860
"806","01573004011","04","048","01573","004","011",4,1,1,"","công ty Khánh Hạ","01267",1,NA,2700
"807","01573004013","04","048","01573","004","013",4,1,2,"","nhà máy chế biến tinh bột sắn cao bằng","01696",1,NA,6000
"808","03190001002","11","097","03190","001","002",4,1,4,"","","",NA,NA,750
"809","03201003001","11","097","03201","003","001",4,1,4,"","","",NA,NA,480
"810","03201003002","11","097","03201","003","002",4,1,4,"","","",NA,NA,1859
"811","03201003004","11","097","03201","003","004",4,1,4,"","","",NA,NA,3003
"812","03201003005","11","097","03201","003","005",4,1,4,"","","",NA,NA,360
"813","03201003007","11","097","03201","003","007",4,1,4,"","","",NA,NA,8400
"814","03201003010","11","097","03201","003","010",4,1,4,"","","",NA,NA,4100
"815","03201003012","11","097","03201","003","012",4,1,4,"","","",NA,NA,830
"816","03201003013","11","097","03201","003","013",4,1,4,"","","",NA,NA,2160
"817","03201003014","11","097","03201","003","014",4,1,4,"","","",NA,NA,1950
"818","03201003015","11","097","03201","003","015",4,1,4,"","","",NA,NA,5100
"819","03365002001","11","100","03365","002","001",4,1,3,"","99","03358",3,NA,21380
"820","03365002004","11","100","03365","002","004",4,3,2,"","99","03358",6,NA,20000
"821","03365002005","11","100","03365","002","005",4,1,3,"","99","03358",6,NA,13070
"822","03365002006","11","100","03365","002","006",4,1,3,"","99","03358",6,NA,7260
"823","03365002007","11","100","03365","002","007",4,3,2,"","99","03358",5,NA,30000
"824","03365002011","11","100","03365","002","011",4,1,3,"","99","03358",5,NA,13070
"825","03365002012","11","100","03365","002","012",4,3,2,"","99","03358",7,NA,14800
"826","03365002013","11","100","03365","002","013",4,1,3,"","99","03358",5,NA,8720
"827","03365002014","11","100","03365","002","014",4,3,2,"","99","03358",5,NA,8800
"828","03365002015","11","100","03365","002","015",4,1,3,"","99","03358",5,NA,7400
"829","03371001001","11","101","03371","001","001",4,1,2,"","99","03371",5,NA,6500
"830","03371001002","11","101","03371","001","002",4,1,1,"","99","03358",5,NA,25000
"831","03371001003","11","101","03371","001","003",4,1,1,"","99","03358",4,NA,23000
"832","03371001004","11","101","03371","001","004",4,1,1,"","99","03358",4,NA,25000
"833","03371001005","11","101","03371","001","005",4,1,1,"","99","03358",5,NA,35000
"834","03371001006","11","101","03371","001","006",4,1,1,"","99","03358",4,NA,20000
"835","03371001007","11","101","03371","001","007",4,1,1,"","99","03358",5,NA,18000
"836","03371001008","11","101","03371","001","008",4,1,1,"","99","03358",5,NA,4200
"837","03371001009","11","101","03371","001","009",4,1,1,"","99","03358",6,NA,17000
"838","03371001010","11","101","03371","001","010",4,1,1,"","99","03358",3,NA,10000
"839","03371001011","11","101","03371","001","011",4,1,1,"","99","03358",4,NA,3400
"840","03371001012","11","101","03371","001","012",4,1,1,"","99","03358",3,NA,3300
"841","03490017005","12","109","03490","017","005",4,1,2,"","99","03574",1,NA,2450
"842","03490017007","12","109","03490","017","007",4,1,1,"","99","03549",2,NA,12360
"843","03490017010","12","109","03490","017","010",4,1,1,"","99","03549",2,NA,14640
"844","03490017012","12","109","03490","017","012",4,1,1,"","không biết","03490",3,NA,1800
"845","03577010001","12","109","03577","010","001",4,1,1,"","99","03577",2,NA,1200
"846","03577010002","12","109","03577","010","002",4,1,1,"","không biết","03577",3,NA,2400
"847","03577010006","12","109","03577","010","006",4,1,1,"","99","03549",1,NA,2340
"848","03577010007","12","109","03577","010","007",4,1,1,"","99","03549",2,NA,1950
"849","03577010008","12","109","03577","010","008",4,1,1,"","99","03549",2,NA,650
"850","03577010009","12","109","03577","010","009",4,1,2,"","99","03549",2,NA,3120
"851","03577010011","12","109","03577","010","011",4,1,2,"","99","03574",1,NA,24480
"852","03577010013","12","109","03577","010","013",4,1,2,"","99","03574",1,NA,3996
"853","04171014006","14","126","04171","014","006",4,1,1,"","99","03721",10,NA,25200
"854","04171014007","14","126","04171","014","007",4,1,1,"","99","03721",5,NA,29000
"855","04171014008","14","126","04171","014","008",4,3,2,"","99","04171",5,NA,30000
"856","04171014009","14","126","04171","014","009",4,3,2,"","99","04171",2,NA,30060
"857","04171014010","14","126","04171","014","010",4,3,2,"","99","04171",1,NA,17640
"858","04171014011","14","126","04171","014","011",4,3,1,"","99","04171",2,NA,5400
"859","04171014013","14","126","04171","014","013",4,3,2,"","99","04171",3,NA,21600
"860","04171014015","14","126","04171","014","015",4,3,2,"","99","04171",5,NA,22000
"861","04195019007","14","126","04195","019","007",4,3,2,"","99","04195",2,NA,7200
"862","04195019009","14","126","04195","019","009",4,3,2,"","99","04195",5,NA,10000
"863","04195019012","14","126","04195","019","012",4,1,1,"","99","03721",4,NA,5000
"864","04195019013","14","126","04195","019","013",4,1,1,"","99","03721",4,NA,5100
"865","04780001013","15","141","04780","001","013",4,3,4,"","","",NA,NA,12000
"866","04852003002","17","150","04852","003","002",4,1,1,"","99","04876",10,NA,1800
"867","04855004006","17","150","04855","004","006",4,1,4,"","","",NA,NA,5000
"868","08041004011","25","230","08041","004","011",4,1,4,"","","",NA,NA,500
"869","08311006001","25","234","08311","006","001",4,1,2,"","99","08311",6,NA,12960
"870","08311006003","25","234","08311","006","003",4,1,2,"","99","08311",6,NA,7776
"871","08311006006","25","234","08311","006","006",4,1,2,"","99","00499",1,NA,3600
"872","08311006007","25","234","08311","006","007",4,1,5,"thương lái nơi khác đến mua tại điểm cân sắn","99","09499",1,NA,3000
"873","08311006008","25","234","08311","006","008",4,1,1,"","99","00499",1,NA,3400
"874","08311006009","25","234","08311","006","009",4,1,5,"thương lái nơi khác đến mua tại điểm cân sắn","99","09499",1,NA,5100
"875","08311006010","25","234","08311","006","010",4,1,1,"","99","00499",1,NA,3400
"876","08311006011","25","234","08311","006","011",4,1,1,"","99","08311",3,NA,5150
"877","08311006012","25","234","08311","006","012",4,1,1,"","99","08311",3,NA,4000
"878","08311006014","25","234","08311","006","014",4,1,1,"","99","08311",1,NA,12000
"879","08689015001","25","239","08689","015","001",4,1,1,"","99","08689",3,NA,850
"880","08689015005","25","239","08689","015","005",4,1,1,"","99","08689",2,NA,700
"881","08689015007","25","239","08689","015","007",4,1,1,"","99","08689",2,NA,800
"882","08689015010","25","239","08689","015","010",4,1,1,"","99","08689",2,NA,1000
"883","08689015014","25","239","08689","015","014",4,1,1,"","99","08689",2,NA,1000
"884","08914019008","26","248","08914","019","008",4,1,4,"","","",NA,NA,1200
"885","08914019011","26","248","08914","019","011",4,1,4,"","","",NA,NA,3000
"886","08914019012","26","248","08914","019","012",4,1,4,"","","",NA,NA,1000
"887","15199009002","38","391","15199","009","002",4,1,1,"","Nhà máy sắn Bá Thước","14980",3,NA,23125
"888","15655001011","38","396","15655","001","011",4,1,4,"","","",NA,NA,24000
"889","16941014001","40","419","16941","014","001",4,1,1,"","99","16941",3,NA,36000
"890","16941014004","40","419","16941","014","004",4,1,1,"","Hợp tác xã cổ phần thương mại sơn long","17026",1,NA,4000
"891","16941014012","40","419","16941","014","012",4,1,4,"","","",NA,NA,2400
"892","16941014017","40","419","16941","014","017",4,1,1,"","Hợp tác xã cổ phần DV Sơn Long","17026",10,NA,40000
"893","17077022024","40","420","17077","022","024",4,1,1,"","99","17011",1,NA,6400
"894","18934008002","44","452","18934","008","002",4,1,1,"","99","19114",1,NA,4500
"895","18934008003","44","452","18934","008","003",4,1,1,"","99","19114",1,NA,10000
"896","18934008007","44","452","18934","008","007",4,1,1,"","99","19114",3,NA,10500
"897","18934008009","44","452","18934","008","009",4,1,1,"","99","19114",2,NA,9000
"898","18934008015","44","452","18934","008","015",4,1,1,"","99","19114",3,NA,14000
"899","18958009002","44","453","18958","009","002",4,1,4,"","","",NA,NA,8000
"900","18958009016","44","453","18958","009","016",4,1,4,"","","",NA,NA,0
"901","19213003003","44","456","19213","003","003",4,1,5,"chăn nuôi lợn","99","19201",0,NA,3000
"902","19213003008","44","456","19213","003","008",4,1,4,"","","",NA,NA,1500
"903","19213003015","44","456","19213","003","015",4,1,4,"","","",NA,NA,1200
"904","19441016001","45","465","19441","016","001",4,1,1,"","99","19459",9,NA,7000
"905","19441016003","45","465","19441","016","003",4,1,1,"","Nhà máy tinh bột sắn Hướng Hóa","19471",3,NA,15000
"906","19441016004","45","465","19441","016","004",4,1,1,"","nhà máy chế biến tinh bột sắn hướng hóa","19471",7,NA,3e+05
"907","19441016007","45","465","19441","016","007",4,1,1,"","nhà máy chế biến tinh bột sắn hướng hóa","19471",7,NA,80000
"908","19441016008","45","465","19441","016","008",4,1,1,"","xã thuận","19471",7,NA,35000
"909","19441016009","45","465","19441","016","009",4,1,1,"","nhà máy tinh bột sắn hướng hóa","19471",5,NA,24000
"910","19441016010","45","465","19441","016","010",4,1,1,"","99","19471",5,NA,25000
"911","19441016012","45","465","19441","016","012",4,1,1,"","99","19471",6,NA,26000
"912","19441016013","45","465","19441","016","013",4,1,1,"","99","19471",7,NA,35
"913","19441016014","45","465","19441","016","014",4,1,1,"","Nhà máy tính bột sắn Hướng Hóa","19471",2,NA,10000
"914","19441016017","45","465","19441","016","017",4,1,1,"","99","19459",10,NA,16800
"915","19483002002","45","465","19483","002","002",4,1,3,"","nhà máy tinh bột sắn Hường hóa","19471",15,NA,2e+05
"916","19483002003","45","465","19483","002","003",4,1,3,"","Nhà máy tinh bột sắn Hướng Hóa","19471",10,NA,170000
"917","19483002004","45","465","19483","002","004",4,1,1,"","Nhà máy tinh bột sắn Hướng Hóa","19471",3,NA,21000
"918","19483002005","45","465","19483","002","005",4,1,1,"","Nhà máy tinh bột sắn Hướng Hóa","19471",2,NA,34500
"919","19483002006","45","465","19483","002","006",4,1,1,"","Nhà máy tinh bột sắn Hướng Hóa","19471",2,NA,11000
"920","19483002007","45","465","19483","002","007",4,1,1,"","nhà máy tinh bột sắn hướng hóa","19471",9,NA,76000
"921","19483002008","45","465","19483","002","008",4,1,1,"","7","19471",7,NA,84000
"922","19483002009","45","465","19483","002","009",4,1,1,"","nhà máy tinh bột sắn hướng hóa","19471",10,NA,150000
"923","19483002010","45","465","19483","002","010",4,1,1,"","99","19471",4,NA,33000
"924","19483002011","45","465","19483","002","011",4,1,3,"","Nhà máy tinh bột sắn Hướng Hóa","19471",3,NA,19200
"925","19483002016","45","465","19483","002","016",4,1,3,"","Nhà máy tinh bột sắn hướng hóa","19471",4,NA,35000
"926","19483002018","45","465","19483","002","018",4,1,1,"","99","19459",10,NA,20000
"927","19621012003","45","468","19621","012","003",4,1,3,"","Nha may chê biên săn An Thái","19600",4,NA,2760
"928","19621012005","45","468","19621","012","005",4,1,3,"","Nha may chê biên săn An Thai","19600",2,NA,2070
"929","19621012006","45","468","19621","012","006",4,1,3,"","Nha may chê biên săn An Thai","19600",2,NA,5060
"930","19621012014","45","468","19621","012","014",4,1,3,"","Nha may chê biên săn An Thái","19600",2,NA,4630
"931","19621012015","45","468","19621","012","015",4,1,3,"","Nha may chê biên săn An Thái","19600",3,NA,2750
"932","19729003016","45","470","19729","003","016",4,1,1,"","99","19702",2,NA,3500
"933","20833009002","49","513","20833","009","002",4,1,1,"","99","20833",10,NA,14000
"934","20833009003","49","513","20833","009","003",4,1,1,"","99","20833",15,NA,32000
"935","20833009008","49","513","20833","009","008",4,1,1,"","99","20833",5,NA,24000
"936","20833009012","49","513","20833","009","012",4,1,1,"","99","20665",3,NA,20000
"937","21193008003","51","527","21193","008","003",4,3,4,"","","",NA,NA,100
"938","21193008006","51","527","21193","008","006",4,1,1,"","nhà máy mỳ Tịnh Phong","21181",10,NA,4750
"939","21475001012","51","534","21475","001","012",4,1,1,"","củ mì gòn","21439",1,NA,4900
"940","21609002006","52","542","21609","002","006",4,1,4,"","","",NA,NA,20000
"941","21727013007","52","544","21727","013","007",4,3,4,"","","",NA,NA,7500
"942","22000005013","52","551","22000","005","013",4,1,1,"","nhà máy mỳ vân canh","22009",5,NA,12000
"943","22000005015","52","551","22000","005","015",4,1,1,"","nhà máy mỳ vân canh","22009",5,NA,12000
"944","22084013001","54","558","22084","013","001",4,1,2,"","Nhà máy chế biến tinh boitj sắn huyện Đồng Xuân,tỉnh Phú Yên","22081",7,NA,13000
"945","22084013003","54","558","22084","013","003",4,1,1,"","Nhà máy chế biến tinh bột sắn huyện Đồng Xuân,tỉnh Phú Yên","22081",6,NA,19000
"946","22084013005","54","558","22084","013","005",4,1,2,"","Nhà máy sản xuất tinh bột sắn huyện Đồng Xuân,tỉnh Phú Yên","22081",5,NA,11200
"947","22084013011","54","558","22084","013","011",4,1,2,"","Nhà máy chế biến tinh bột sắn huyện Đồng Xuân,tỉnh Phú Yên","22081",5,NA,8400
"948","22084013014","54","558","22084","013","014",4,1,2,"","Nhà máy chế biến tinh bột sắn huyện Đồng Xuân,tỉnh Phú Yên","22081",7,NA,13600
"949","22084013016","54","558","22084","013","016",4,1,2,"","Nhà máy chế biến tinh bột sắn huyện Đồng Xuân,tỉnh Phú Yên","22081",5,NA,9900
"950","22087010004","54","558","22087","010","004",4,1,1,"","Nhà máy sắn Đồng Xuân","22081",2,NA,12000
"951","22087010005","54","558","22087","010","005",4,1,1,"","Nhà máy sắn Đồng Xuân","22081",1,NA,30000
"952","22087010006","54","558","22087","010","006",4,1,1,"","Nhà máy sắn Đồng Xuân","22081",1,NA,9750
"953","22087010015","54","558","22087","010","015",4,1,1,"","Nhà máy sắn Đồng Xuân","22081",2,NA,9600
"954","22465008001","56","570","22465","008","001",4,1,1,"","99","22465",4,NA,12000
"955","22465008003","56","570","22465","008","003",4,1,1,"","99","22465",3,NA,27000
"956","22465008008","56","570","22465","008","008",4,1,2,"","99","22465",3,NA,7000
"957","22465008010","56","570","22465","008","010",4,1,2,"","99","22465",4,NA,30000
"958","22465008011","56","570","22465","008","011",4,1,2,"","99","22465",4,NA,22000
"959","22465008012","56","570","22465","008","012",4,1,2,"","99","22465",3,NA,12000
"960","22465008013","56","570","22465","008","013",4,1,2,"","99","22465",4,NA,34000
"961","22465008014","56","570","22465","008","014",4,1,2,"","99","22465",4,NA,22000
"962","22603001005","56","572","22603","001","005",4,1,4,"","","",NA,NA,2640
"963","23320001001","62","608","23320","001","001",4,1,1,"","công ty tnhh tinh bột sắn Kon tum","23545",8,NA,95000
"964","23320001007","62","608","23320","001","007",4,1,1,"","công ty tnhh tình bột sắn Kon tum","23545",7,NA,75000
"965","23320001014","62","608","23320","001","014",4,1,1,"","công ty tnhh tinh bột sắn Kon Tum","23545",6,NA,110000
"966","23427002001","62","612","23427","002","001",4,1,1,"","Nhà máy mỳ và tinh bột sắn Đăk Tô","23437",6,NA,27600
"967","23427002002","62","612","23427","002","002",4,1,1,"","Nhà máy chế biến tinh bột sắn","23437",5,NA,24000
"968","23427002003","62","612","23427","002","003",4,1,1,"","Nhà máy tinh bột sắn Đăk Tô","23437",8,NA,21600
"969","23427002004","62","612","23427","002","004",4,1,1,"","Nhà máy chế biến tinh bột sắn Đăk Tô","23437",6,NA,36000
"970","23427002005","62","612","23427","002","005",4,1,1,"","Nhà máy tinh bột sắn Đăk Tô","23437",8,NA,43200
"971","23427002006","62","612","23427","002","006",4,1,1,"","Nhà máy tinh bột sắn Đăk Tô","23437",8,NA,36000
"972","23427002007","62","612","23427","002","007",4,1,1,"","Nhà máy tinh bột sắn Đăk Tô","23437",8,NA,19200
"973","23427002009","62","612","23427","002","009",4,1,1,"","Nhà máy tinh bột sắn Đăk Tô","23437",8,NA,38400
"974","23427002011","62","612","23427","002","011",4,1,1,"","Nhà máy tinh bột sắn Đăk Tô","23437",10,NA,72000
"975","23427002013","62","612","23427","002","013",4,1,1,"","Nhà máy tinh bột sắn Đăk Tô","23437",8,NA,60000
"976","23427002014","62","612","23427","002","014",4,1,1,"","Nhà máy tinh bột sắn Đăk Tô","23437",5,NA,28800
"977","23427002015","62","612","23427","002","015",4,1,1,"","Nhà máy tinh bột sắn Đăk Tô","23437",7,NA,38400
"978","23437001002","62","612","23437","001","002",4,1,1,"","Nhà máy tinh bột sắn Đăk Tô","23437",10,NA,43200
"979","23437001005","62","612","23437","001","005",4,1,1,"","Nhà máy tinh bột sắn Đăk Tô","23437",10,NA,19200
"980","23437001006","62","612","23437","001","006",4,1,1,"","Nhà máy tinh bột sắn Đăk Tô","23437",8,NA,60000
"981","23437001008","62","612","23437","001","008",4,1,1,"","Nhà máy tinh bột sắn Đăk Tô","23437",8,NA,38400
"982","23437001010","62","612","23437","001","010",4,1,1,"","Nhà máy chế biến tinh bột sắn Đăk Tô","23437",8,NA,36000
"983","23437001013","62","612","23437","001","013",4,1,1,"","Nhà máy tinh bột sắn Đăk Tô","23437",5,NA,43200
"984","23449005001","62","617","23449","005","001",4,1,1,"","99","23425",5,NA,5000
"985","23449005002","62","617","23449","005","002",4,1,1,"","99","23425",5,NA,7800
"986","23449005004","62","617","23449","005","004",4,1,1,"","99","23425",5,NA,13200
"987","23449005005","62","617","23449","005","005",4,1,1,"","99","23425",5,NA,23000
"988","23449005006","62","617","23449","005","006",4,1,1,"","99","23425",5,NA,18000
"989","23449005007","62","617","23449","005","007",4,1,1,"","99","23425",5,NA,30000
"990","23449005008","62","617","23449","005","008",4,1,1,"","99","23425",5,NA,25000
"991","23449005009","62","617","23449","005","009",4,1,1,"","99","23425",5,NA,28000
"992","23449005010","62","617","23449","005","010",4,1,1,"","99","23425",5,NA,26000
"993","23449005014","62","617","23449","005","014",4,1,1,"","99","23425",5,NA,12000
"994","23449005015","62","617","23449","005","015",4,1,1,"","99","23425",5,NA,13000
"995","23449005016","62","617","23449","005","016",4,1,1,"","99","23425",5,NA,13000
"996","23455005002","62","613","23455","005","002",4,1,2,"","nhà máy mỳ Kon rẫy","23488",6,NA,23000
"997","23455005004","62","613","23455","005","004",4,1,2,"","nhà máy mỳ Kon rẫy","23488",6,NA,35000
"998","23455005005","62","613","23455","005","005",4,1,1,"","nhà máy mỳ Kon rẫy","23488",2,NA,35000
"999","23455005007","62","613","23455","005","007",4,1,2,"","nhà máy mỳ Kon rẫy","23488",5,NA,23000
"1000","23455005008","62","613","23455","005","008",4,1,1,"","nhà máy mỳ Kon rẫy","23488",3,NA,34000
"1001","23455005009","62","613","23455","005","009",4,1,1,"","nhà máy mỳ Kon rẫy","23488",2,NA,24000
"1002","23455005010","62","613","23455","005","010",4,1,1,"","nhà máy mỳ Kon rẫy","23488",5,NA,23000
"1003","23455005013","62","613","23455","005","013",4,1,2,"","nhà máy mỳ Kon rẫy","23488",5,NA,2300
"1004","23455005015","62","613","23455","005","015",4,1,2,"","nhà máy mỳ Kon rẫy","23488",5,NA,9000
"1005","23515008006","62","615","23515","008","006",4,1,1,"","99","23512",15,NA,22400
"1006","23638030014","64","625","23638","030","014",4,1,2,"","Cúc Phàn","23638",1,NA,30000
"1007","23731006002","64","627","23731","006","002",4,1,1,"","99","23728",8,NA,30500
"1008","23731006003","64","627","23731","006","003",4,1,1,"","99","23731",3,NA,45000
"1009","23731006005","64","627","23731","006","005",4,1,1,"","99","23731",2,NA,16800
"1010","23731006008","64","627","23731","006","008",4,1,1,"","99","23731",3,NA,30030
"1011","23731006009","64","627","23731","006","009",4,1,1,"","99","23731",2,NA,11550
"1012","23731006010","64","627","23731","006","010",4,1,1,"","99","23731",5,NA,20000
"1013","23731006011","64","627","23731","006","011",4,1,1,"","99","23728",5,NA,53550
"1014","23731006013","64","627","23731","006","013",4,1,1,"","99","23731",3,NA,42840
"1015","23731006015","64","627","23731","006","015",4,1,1,"","99","23731",2,NA,26300
"1016","24031004001","64","635","24031","004","001",4,1,2,"","99","24031",3,NA,18720
"1017","24031004002","64","635","24031","004","002",4,1,1,"","99","24013",2,NA,55440
"1018","24031004003","64","635","24031","004","003",4,1,1,"","99","24031",12,NA,58000
"1019","24031004005","64","635","24031","004","005",4,1,1,"","99","24013",3,NA,37000
"1020","24031004006","64","635","24031","004","006",4,1,1,"","99","24013",1,NA,18000
"1021","24031004007","64","635","24031","004","007",4,1,1,"","99","24013",1,NA,60000
"1022","24031004011","64","635","24031","004","011",4,1,1,"","99","24013",1,NA,33000
"1023","24031004012","64","635","24031","004","012",4,1,1,"","99","24013",1,NA,20000
"1024","24031004014","64","635","24031","004","014",4,1,1,"","99","24013",2,NA,0
"1025","24091004001","64","637","24091","004","001",4,1,2,"","Nhà máy tinh bột sắn Gia Lai","24076",5,NA,118020
"1026","24091004004","64","637","24091","004","004",4,1,2,"","Nhà máy tinh bột sắn Phú Túc","24076",5,NA,252560
"1027","24091004005","64","637","24091","004","005",4,1,2,"","Nhà máy tinh bột sắn Gia Lai","24076",3,NA,66560
"1028","24091004006","64","637","24091","004","006",4,1,1,"","Nhà máy tinh  bột sắn gia lai","24076",3,NA,36800
"1029","24091004007","64","637","24091","004","007",4,1,1,"","Nhà máy tinh bột sắn gia lai","24076",2,NA,52800
"1030","24091004008","64","637","24091","004","008",4,1,1,"","Nhà máy tinh  bột sắn  gia lai","24076",4,NA,48000
"1031","24091004011","64","637","24091","004","011",4,1,3,"","Công ty  chế biến nông lâm sản đường Vạn Phát","24106",3,NA,9520000
"1032","24091004012","64","637","24091","004","012",4,1,3,"","nhà máy focoves","24076",10,NA,230000
"1033","24091004013","64","637","24091","004","013",4,1,3,"","Nhà máy chế biến tinh bột sắn sắn gia lai","24076",5,NA,240000
"1034","24091004014","64","637","24091","004","014",4,1,2,"","Nhà máy tinh bột sắn Phú Túc","24076",5,NA,58200
"1035","24091004015","64","637","24091","004","015",4,1,3,"","Nhà máy mì focoves","24076",5,NA,230000
"1036","24109005002","64","637","24109","005","002",4,1,1,"","Nhà máy tính bột sắn Gia Lai","24076",2,NA,20000
"1037","24109005008","64","637","24109","005","008",4,1,1,"","công ty tình bột sắn focoves","24076",2,NA,38000
"1038","24184004005","66","645","24184","004","005",4,1,1,"","99","24184",5,NA,23500
"1039","24184004012","66","645","24184","004","012",4,1,1,"","99","24184",4,NA,5000
"1040","24184004014","66","645","24184","004","014",4,1,1,"","99","24340",3,NA,5600
"1041","24184004015","66","645","24184","004","015",4,3,4,"","","",NA,NA,7000
"1042","24207009002","66","645","24207","009","002",4,1,1,"","99","24207",3,NA,4000
"1043","24207009004","66","645","24207","009","004",4,1,1,"","99","24207",3,NA,2640
"1044","24207009006","66","645","24207","009","006",4,1,2,"","99","24207",5,NA,4800
"1045","24207009009","66","645","24207","009","009",4,3,2,"","99","24207",5,NA,40000
"1046","24207009014","66","645","24207","009","014",4,1,2,"","99","24207",5,NA,14400
"1047","24207009015","66","645","24207","009","015",4,1,4,"","","",NA,NA,3200
"1048","24313020008","66","649","24313","020","008",4,3,4,"","","",NA,NA,1000
"1049","24313020011","66","649","24313","020","011",4,3,4,"","","",NA,NA,1600
"1050","24313020013","66","649","24313","020","013",4,3,4,"","","",NA,NA,1200
"1051","24313020015","66","649","24313","020","015",4,3,4,"","","",NA,NA,1040
"1052","26677010001","77","752","26677","010","001",4,1,1,"","0","26677",1,NA,12000
"1053","29437005006","84","848","29437","005","006",4,1,2,"","99","29236",1,NA,6000
"1054","32092013008","96","967","32092","013","008",4,1,4,"","","",NA,NA,3000
