"","MATINH","MAHUYEN","MAXA","M43_C2","pfes_dummy","panel"
"1036","01","016","00406",NA,0,2024
"1037","01","017","00472",NA,0,2024
"1038","01","017","00502",NA,0,2024
"1039","01","020","00649",NA,0,2024
"1040","01","020","00658",NA,0,2024
"1041","02","030","00709",20,1,2024
"1042","02","026","00724",629.95,1,2024
"1043","02","028","00853",2240.87,1,2024
"1044","02","030","00961",250,1,2024
"1045","02","031","01006",3845.37,1,2024
"1046","02","034","01174",NA,0,2024
"1047","02","035","01264",583.2,1,2024
"1048","04","043","01327",1265.3,1,2024
"1049","04","045","01387",NA,0,2024
"1050","04","045","01393",NA,0,2024
"1051","04","048","01537",NA,0,2024
"1052","04","049","01639",NA,0,2024
"1053","04","052","01768",NA,0,2024
"1054","04","053","01807",NA,0,2024
"1055","06","060","01864",3722,1,2024
"1056","06","060","01879",1777,1,2024
"1057","06","063","02005",NA,0,2024
"1058","06","064","02068",NA,0,2024
"1059","06","065","02092",NA,0,2024
"1060","06","066","02176",NA,0,2024
"1061","08","074","02395",NA,0,2024
"1062","08","074","02401",NA,0,2024
"1063","08","074","02404",NA,0,2024
"1064","08","074","02422",NA,0,2024
"1065","08","076","02593",NA,0,2024
"1066","08","076","02605",NA,0,2024
"1067","08","076","02608",NA,0,2024
"1068","08","076","02623",NA,0,2024
"1069","10","083","02788",13.82,1,2024
"1070","10","085","02842",NA,0,2024
"1071","10","086","02917",NA,0,2024
"1072","10","086","02926",99.97,1,2024
"1073","10","089","03073",189.8,1,2024
"1074","10","089","03100",NA,0,2024
"1075","11","095","03184",3804,1,2024
"1076","11","097","03190",5849.64,1,2024
"1077","11","097","03200",4064.3,1,2024
"1078","11","101","03214",455,1,2024
"1079","11","100","03331",NA,0,2024
"1080","11","100","03343",NA,0,2024
"1081","11","100","03349",NA,0,2024
"1082","12","112","03474",1360,1,2024
"1083","12","108","03511",1968.6,1,2024
"1084","12","108","03520",3676.55,1,2024
"1085","12","108","03532",1468,1,2024
"1086","12","109","03574",1267.3,1,2024
"1087","12","111","03601",1443.59,1,2024
"1088","14","116","03676",806,1,2024
"1089","14","119","03736",1580,1,2024
"1090","14","119","03763",5747,1,2024
"1091","14","122","03922",667.14,1,2024
"1092","14","123","03985",2434.66,1,2024
"1093","14","128","04048",2673.29,1,2024
"1094","14","124","04075",1432.6,1,2024
"1095","14","125","04132",598.1,1,2024
"1096","14","126","04222",2227,1,2024
"1097","15","135","04336",25,1,2024
"1098","15","135","04357",50,1,2024
"1099","15","136","04447",134.13,1,2024
"1100","15","138","04570",NA,0,2024
"1101","15","133","04660",56.18,1,2024
"1102","15","133","04681",234.06,1,2024
"1103","15","141","04747",699.52,1,2024
"1104","17","152","04945",NA,0,2024
"1105","17","152","04969",NA,0,2024
"1106","17","152","05041",NA,0,2024
"1107","17","153","05065",NA,0,2024
"1108","17","156","05242",50,1,2024
"1109","17","157","05347",NA,0,2024
"1110","17","158","05374",NA,0,2024
"1111","17","158","05386",NA,0,2024
"1112","19","167","05545",NA,0,2024
"1113","19","167","05560",NA,0,2024
"1114","19","167","05566",NA,0,2024
"1115","19","168","05638",NA,0,2024
"1116","19","171","05803",NA,0,2024
"1117","19","171","05815",NA,0,2024
"1118","19","171","05827",NA,0,2024
"1119","20","180","06010",2000,1,2024
"1120","20","182","06154",NA,0,2024
"1121","20","182","06181",NA,0,2024
"1122","20","185","06373",0,1,2024
"1123","20","186","06400",NA,0,2024
"1124","20","187","06487",885.34,1,2024
"1125","20","188","06547",NA,0,2024
"1126","22","195","06799",NA,0,2024
"1127","22","199","06874",NA,0,2024
"1128","22","199","06880",NA,0,2024
"1129","22","201","06943",NA,0,2024
"1130","24","213","07222",NA,0,2024
"1131","24","215","07260",NA,0,2024
"1132","24","215","07273",NA,0,2024
"1133","24","217","07426",NA,0,2024
"1134","24","218","07459",NA,0,2024
"1135","24","218","07462",NA,0,2024
"1136","24","218","07486",NA,0,2024
"1137","24","213","07705",NA,0,2024
"1138","24","221","07720",NA,0,2024
"1139","24","221","07723",NA,0,2024
"1140","24","221","07747",NA,0,2024
"1141","25","230","08041",NA,0,2024
"1142","25","231","08122",NA,0,2024
"1143","25","233","08239",NA,0,2024
"1144","25","233","08260",NA,0,2024
"1145","25","235","08401",NA,0,2024
"1146","25","236","08461",NA,0,2024
"1147","25","240","08569",NA,0,2024
"1148","25","238","08611",NA,0,2024
"1149","25","238","08632",NA,0,2024
"1150","26","253","08782",NA,0,2024
"1151","26","246","08788",NA,0,2024
"1152","26","253","08827",NA,0,2024
"1153","26","253","08851",NA,0,2024
"1154","26","249","08938",NA,0,2024
"1155","26","249","08953",NA,0,2024
"1156","01","250","09019",NA,0,2024
"1157","26","251","09028",NA,0,2024
"1158","26","252","09151",NA,0,2024
"1159","27","259","09259",NA,0,2024
"1160","27","259","09307",NA,0,2024
"1161","27","260","09322",NA,0,2024
"1162","27","263","09466",NA,0,2024
"1163","27","263","09469",NA,0,2024
"1164","27","263","09484",NA,0,2024
"1165","01","271","09640",NA,0,2024
"1166","01","273","09817",NA,0,2024
"1167","01","274","09835",NA,0,2024
"1168","01","275","09916",NA,0,2024
"1169","01","275","09952",NA,0,2024
"1170","01","277","10069",NA,0,2024
"1171","01","278","10126",NA,0,2024
"1172","01","279","10264",NA,0,2024
"1173","01","280","10276",NA,0,2024
"1174","01","281","10417",NA,0,2024
"1175","01","282","10468",NA,0,2024
"1176","30","293","10777",NA,0,2024
"1177","30","293","10783",NA,0,2024
"1178","30","296","10975",NA,0,2024
"1179","30","296","10987",NA,0,2024
"1180","30","288","11017",NA,0,2024
"1181","30","297","11065",NA,0,2024
"1182","30","299","11215",NA,0,2024
"1183","30","300","11242",NA,0,2024
"1184","30","300","11266",NA,0,2024
"1185","31","311","11479",NA,0,2024
"1186","31","312","11587",NA,0,2024
"1187","31","312","11623",NA,0,2024
"1188","31","313","11632",NA,0,2024
"1189","31","313","11644",NA,0,2024
"1190","31","315","11797",NA,0,2024
"1191","31","316","11854",NA,0,2024
"1192","31","316","11875",NA,0,2024
"1193","31","316","11902",NA,0,2024
"1194","33","323","11974",NA,0,2024
"1195","33","325","12010",NA,0,2024
"1196","33","327","12091",NA,0,2024
"1197","33","330","12253",NA,0,2024
"1198","33","330","12265",NA,0,2024
"1199","33","331","12289",NA,0,2024
"1200","33","323","12331",NA,0,2024
"1201","33","333","12409",NA,0,2024
"1202","34","339","12595",NA,0,2024
"1203","34","339","12646",NA,0,2024
"1204","34","339","12655",NA,0,2024
"1205","34","340","12706",NA,0,2024
"1206","34","341","12841",NA,0,2024
"1207","34","341","12880",NA,0,2024
"1208","34","341","12925",NA,0,2024
"1209","34","341","12949",NA,0,2024
"1210","34","342","13069",NA,0,2024
"1211","34","336","13084",NA,0,2024
"1212","34","336","13108",NA,0,2024
"1213","34","343","13117",NA,0,2024
"1214","34","344","13222",NA,0,2024
"1215","34","344","13237",NA,0,2024
"1216","35","349","13360",NA,0,2024
"1217","35","350","13390",NA,0,2024
"1218","35","350","13423",NA,0,2024
"1219","35","352","13543",NA,0,2024
"1220","35","352","13555",NA,0,2024
"1221","35","352","13561",NA,0,2024
"1222","35","353","13582",NA,0,2024
"1223","36","356","13696",NA,0,2024
"1224","36","359","13765",NA,0,2024
"1225","36","359","13786",NA,0,2024
"1226","36","360","13873",NA,0,2024
"1227","36","361","13912",NA,0,2024
"1228","36","361","13927",NA,0,2024
"1229","36","362","13975",NA,0,2024
"1230","36","363","14035",NA,0,2024
"1231","36","364","14098",NA,0,2024
"1232","36","364","14143",NA,0,2024
"1233","36","364","14146",NA,0,2024
"1234","36","366","14233",NA,0,2024
"1235","36","366","14281",NA,0,2024
"1236","37","372","14425",NA,0,2024
"1237","37","373","14476",NA,0,2024
"1238","37","373","14518",NA,0,2024
"1239","37","374","14533",NA,0,2024
"1240","37","376","14647",NA,0,2024
"1241","37","376","14689",NA,0,2024
"1242","37","376","14692",NA,0,2024
"1243","37","377","14704",NA,0,2024
"1244","38","386","14962",2657.26,1,2024
"1245","38","388","15046",NA,0,2024
"1246","38","391","15247",144.06,1,2024
"1247","38","392","15307",NA,0,2024
"1248","38","393","15385",NA,0,2024
"1249","38","395","15547",NA,0,2024
"1250","38","397","15682",NA,0,2024
"1251","38","397","15688",NA,0,2024
"1252","38","398","15793",NA,0,2024
"1253","38","399","15889",NA,0,2024
"1254","38","401","16123",NA,0,2024
"1255","38","401","16162",NA,0,2024
"1256","38","402","16219",2299.9,1,2024
"1257","38","404","16330",NA,0,2024
"1258","40","417","16840",NA,0,2024
"1259","40","420","17092",NA,0,2024
"1260","40","432","17107",NA,0,2024
"1261","40","421","17122",NA,0,2024
"1262","40","421","17143",NA,0,2024
"1263","40","421","17218",NA,0,2024
"1264","40","425","17440",NA,0,2024
"1265","40","425","17446",NA,0,2024
"1266","40","426","17518",NA,0,2024
"1267","40","426","17527",NA,0,2024
"1268","40","427","17710",NA,0,2024
"1269","40","428","17749",NA,0,2024
"1270","40","428","17797",NA,0,2024
"1271","40","429","17845",NA,0,2024
"1272","40","412","17914",NA,0,2024
"1273","42","437","18130",NA,0,2024
"1274","42","439","18157",NA,0,2024
"1275","42","442","18364",NA,0,2024
"1276","42","442","18370",NA,0,2024
"1277","42","442","18376",NA,0,2024
"1278","42","443","18481",NA,0,2024
"1279","42","446","18682",NA,0,2024
"1280","42","446","18691",NA,0,2024
"1281","42","447","18769",NA,0,2024
"1282","42","447","18799",NA,0,2024
"1283","44","454","19021",NA,0,2024
"1284","44","454","19030",NA,0,2024
"1285","44","454","19033",NA,0,2024
"1286","44","455","19132",NA,0,2024
"1287","44","457","19258",NA,0,2024
"1288","44","457","19264",NA,0,2024
"1289","44","457","19285",NA,0,2024
"1290","44","457","19294",NA,0,2024
"1291","45","464","19384",NA,0,2024
"1292","45","464","19405",NA,0,2024
"1293","45","465","19441",NA,1,2024
"1294","45","466","19519",NA,0,2024
"1295","45","469","19654",NA,0,2024
"1296","45","469","19672",NA,0,2024
"1297","46","476","19837",NA,0,2024
"1298","46","477","19897",NA,0,2024
"1299","46","478","19945",NA,0,2024
"1300","46","482","20128",NA,0,2024
"1301","46","483","20164",1318,1,2024
"1302","48","497","20332",NA,0,2024
"1303","49","518","20368",NA,0,2024
"1304","49","518","20383",NA,0,2024
"1305","49","506","20515",1057,1,2024
"1306","49","507","20584",NA,0,2024
"1307","49","508","20611",150,1,2024
"1308","49","508","20623",NA,0,2024
"1309","49","512","20785",144.05,1,2024
"1310","49","513","20848",NA,0,2024
"1311","49","514","20887",NA,0,2024
"1312","49","515","20917",NA,0,2024
"1313","51","524","21043",NA,0,2024
"1314","51","524","21052",NA,0,2024
"1315","51","524","21088",NA,0,2024
"1316","51","522","21262",NA,0,2024
"1317","51","528","21280",NA,0,2024
"1318","51","528","21286",NA,0,2024
"1319","51","529","21322",NA,0,2024
"1320","51","530","21340",534.34,1,2024
"1321","52","543","21649",NA,0,2024
"1322","52","545","21769",NA,0,2024
"1323","52","545","21781",NA,0,2024
"1324","52","547","21811",NA,0,2024
"1325","52","547","21847",NA,0,2024
"1326","52","549","21937",NA,0,2024
"1327","52","550","21970",NA,0,2024
"1328","52","550","21982",NA,0,2024
"1329","54","555","22042",NA,0,2024
"1330","54","559","22126",NA,0,2024
"1331","54","559","22147",NA,0,2024
"1332","54","559","22156",NA,0,2024
"1333","54","561","22222",94.7,1,2024
"1334","54","564","22300",NA,0,2024
"1335","54","563","22318",NA,0,2024
"1336","56","570","22462",NA,0,2024
"1337","56","570","22465",24.09,1,2024
"1338","56","571","22501",NA,0,2024
"1339","56","574","22660",NA,0,2024
"1340","56","574","22678",NA,0,2024
"1341","56","574","22702",NA,0,2024
"1342","56","570","22711",NA,0,2024
"1343","58","585","22819",NA,0,2024
"1344","58","586","22864",NA,0,2024
"1345","58","586","22867",NA,0,2024
"1346","58","589","22885",NA,0,2024
"1347","58","589","22903",NA,0,2024
"1348","60","593","22963",NA,0,2024
"1349","60","595","22999",NA,0,2024
"1350","60","597","23080",NA,0,2024
"1351","60","597","23083",649.35,1,2024
"1352","60","598","23140",NA,0,2024
"1353","60","600","23197",NA,0,2024
"1354","60","601","23257",NA,0,2024
"1355","62","610","23353",NA,0,2024
"1356","62","611","23380",6985,1,2024
"1357","62","617","23446",1301.59,1,2024
"1358","62","613","23467",67,1,2024
"1359","62","616","23539",NA,0,2024
"1360","64","628","23785",NA,0,2024
"1361","64","630","23845",2,1,2024
"1362","64","631","23860",NA,0,2024
"1363","64","631","23866",NA,0,2024
"1364","64","639","23986",NA,0,2024
"1365","64","635","24037",NA,0,2024
"1366","64","638","24060",NA,0,2024
"1367","64","637","24115",NA,0,2024
"1368","66","643","24163",NA,0,2024
"1369","66","645","24199",NA,0,2024
"1370","66","645","24205",NA,0,2024
"1371","66","646","24221",NA,0,2024
"1372","66","650","24355",NA,0,2024
"1373","66","651","24380",NA,0,2024
"1374","66","652","24433",NA,0,2024
"1375","66","652","24442",NA,0,2024
"1376","66","655","24559",NA,0,2024
"1377","66","656","24583",NA,0,2024
"1378","67","661","24631",NA,0,2024
"1379","67","662","24655",NA,0,2024
"1380","67","663","24667",2,1,2024
"1381","67","664","24706",100,1,2024
"1382","67","665","24728",NA,0,2024
"1383","67","666","24750",NA,0,2024
"1384","67","666","24756",NA,0,2024
"1385","68","673","24835",NA,0,2024
"1386","68","675","24847",31943,1,2024
"1387","68","677","24952",100,1,2024
"1388","68","677","24955",1122.48,1,2024
"1389","68","679","25021",NA,0,2024
"1390","68","680","25093",998,1,2024
"1391","70","689","25207",NA,0,2024
"1392","70","692","25273",NA,0,2024
"1393","70","693","25312",NA,0,2024
"1394","70","690","25336",NA,0,2024
"1395","70","696","25417",NA,0,2024
"1396","70","696","25423",NA,0,2024
"1397","70","694","25438",NA,0,2024
"1398","72","703","25477",NA,0,2024
"1399","72","706","25525",NA,0,2024
"1400","72","707","25558",NA,0,2024
"1401","72","708","25600",NA,0,2024
"1402","72","709","25639",NA,0,2024
"1403","72","710","25657",NA,0,2024
"1404","74","719","25831",NA,0,2024
"1405","74","722","25873",NA,0,2024
"1406","75","736","26209",NA,0,2024
"1407","75","736","26224",NA,0,2024
"1408","75","736","26245",NA,0,2024
"1409","75","737","26269",NA,0,2024
"1410","75","739","26332",NA,0,2024
"1411","75","740","26404",NA,0,2024
"1412","75","740","26410",NA,0,2024
"1413","75","741","26434",NA,0,2024
"1414","75","742","26500",NA,0,2024
"1415","77","750","26581",NA,0,2024
"1416","77","750","26590",NA,0,2024
"1417","77","750","26596",NA,0,2024
"1418","77","750","26599",NA,0,2024
"1419","79","783","27511",NA,0,2024
"1420","79","783","27553",NA,0,2024
"1421","79","785","27601",NA,0,2024
"1422","79","785","27619",NA,0,2024
"1423","79","785","27622",NA,0,2024
"1424","79","787","27673",NA,0,2024
"1425","80","797","27763",NA,0,2024
"1426","80","799","27853",NA,0,2024
"1427","80","801","27910",NA,0,2024
"1428","80","802","27946",NA,0,2024
"1429","80","803","27994",NA,0,2024
"1430","80","803","27997",NA,0,2024
"1431","80","805","28084",NA,0,2024
"1432","80","805","28105",NA,0,2024
"1433","80","807","28168",NA,0,2024
"1434","80","808","28237",NA,0,2024
"1435","80","808","28240",NA,0,2024
"1436","82","818","28345",NA,0,2024
"1437","82","819","28372",NA,0,2024
"1438","82","817","28453",NA,0,2024
"1439","82","817","28486",NA,0,2024
"1440","82","820","28492",NA,0,2024
"1441","82","820","28516",NA,0,2024
"1442","82","821","28528",NA,0,2024
"1443","82","821","28537",NA,0,2024
"1444","82","823","28669",NA,0,2024
"1445","82","823","28675",NA,0,2024
"1446","82","823","28684",NA,0,2024
"1447","82","824","28705",NA,0,2024
"1448","83","829","28792",NA,0,2024
"1449","83","831","28822",NA,0,2024
"1450","83","832","28873",NA,0,2024
"1451","83","832","28885",NA,0,2024
"1452","83","838","28936",NA,0,2024
"1453","83","834","28987",NA,0,2024
"1454","83","834","29002",NA,0,2024
"1455","83","834","29047",NA,0,2024
"1456","83","835","29074",NA,0,2024
"1457","83","836","29167",NA,0,2024
"1458","83","836","29176",NA,0,2024
"1459","83","837","29200",NA,0,2024
"1460","84","844","29302",NA,0,2024
"1461","84","845","29329",NA,0,2024
"1462","84","846","29350",NA,0,2024
"1463","84","847","29380",NA,0,2024
"1464","84","848","29431",NA,0,2024
"1465","84","849","29473",NA,0,2024
"1466","84","849","29489",NA,0,2024
"1467","84","849","29503",NA,0,2024
"1468","86","858","29623",NA,0,2024
"1469","86","858","29629",NA,0,2024
"1470","86","859","29680",NA,0,2024
"1471","86","859","29689",NA,0,2024
"1472","86","863","29791",NA,0,2024
"1473","86","861","29806",NA,0,2024
"1474","86","861","29818",NA,0,2024
"1475","86","862","29842",NA,0,2024
"1476","87","866","29887",NA,0,2024
"1477","87","866","29890",NA,0,2024
"1478","87","870","29977",NA,0,2024
"1479","87","870","29992",NA,0,2024
"1480","87","872","30049",NA,0,2024
"1481","87","872","30052",NA,0,2024
"1482","87","873","30115",NA,0,2024
"1483","87","874","30151",NA,0,2024
"1484","87","875","30178",NA,0,2024
"1485","87","875","30199",NA,0,2024
"1486","87","876","30232",NA,0,2024
"1487","87","877","30277",NA,0,2024
"1488","89","883","30313",NA,0,2024
"1489","89","888","30427",NA,0,2024
"1490","89","888","30439",NA,0,2024
"1491","89","888","30451",NA,0,2024
"1492","89","889","30466",NA,0,2024
"1493","89","891","30586",NA,0,2024
"1494","89","892","30595",NA,0,2024
"1495","89","892","30610",NA,0,2024
"1496","89","893","30649",NA,0,2024
"1497","89","894","30694",NA,0,2024
"1498","91","902","30790",NA,0,2024
"1499","91","903","30844",NA,0,2024
"1500","91","904","30871",NA,0,2024
"1501","91","905","30883",NA,0,2024
"1502","91","905","30895",NA,0,2024
"1503","91","907","30964",NA,0,2024
"1504","91","908","30988",NA,0,2024
"1505","91","908","31006",NA,0,2024
"1506","91","913","31054",NA,0,2024
"1507","91","912","31114",NA,0,2024
"1508","92","927","31268",NA,0,2024
"1509","92","925","31276",NA,0,2024
"1510","92","926","31306",NA,0,2024
"1511","93","932","31348",NA,0,2024
"1512","93","933","31378",NA,0,2024
"1513","93","934","31429",NA,0,2024
"1514","93","934","31432",NA,0,2024
"1515","93","935","31459",NA,0,2024
"1516","93","937","31477",NA,0,2024
"1517","94","943","31546",NA,0,2024
"1518","94","942","31573",NA,0,2024
"1519","94","942","31585",NA,0,2024
"1520","94","942","31594",NA,0,2024
"1521","94","945","31624",NA,0,2024
"1522","94","946","31642",NA,0,2024
"1523","94","947","31708",NA,0,2024
"1524","94","947","31714",NA,0,2024
"1525","95","954","31837",NA,0,2024
"1526","95","956","31849",NA,0,2024
"1527","95","957","31879",NA,0,2024
"1528","95","957","31885",NA,0,2024
"1529","95","960","31975",NA,0,2024
"1530","95","960","31987",NA,0,2024
"1531","95","960","31990",NA,0,2024
"1532","96","964","32035",NA,0,2024
"1533","96","967","32071",NA,0,2024
"1534","96","968","32110",NA,0,2024
"1535","96","968","32113",NA,0,2024
"1536","96","969","32134",NA,0,2024
"1537","96","970","32186",NA,0,2024
"1538","96","970","32188",NA,0,2024
"1539","96","971","32203",NA,0,2024
